CELL,TAG,i,Chr,ldw,dcap,n_flag,n_runs,merge_opp,state
V0.5_c1,nobgs,4,Chr2,0.05,2500000,17,2,1,admissible
V0.5_c1,nobgs,4,Chr2,0.05,5e+06,17,2,1,admissible
V0.5_c1,nobgs,4,Chr1,0.1,10000,9,5,0.777777777777778,admissible
V0.5_c1,nobgs,4,Chr1,0.1,25000,9,4,1,admissible
V0.5_c1,nobgs,4,Chr1,0.1,50000,9,4,1,admissible
V0.5_c1,nobgs,4,Chr1,0.1,1e+05,9,3,1,admissible
V0.5_c1,nobgs,4,Chr1,0.1,250000,9,3,1,admissible
V0.5_c1,nobgs,4,Chr1,0.1,5e+05,9,2,1,admissible
V0.5_c1,nobgs,4,Chr1,0.1,1e+06,9,2,1,admissible
V0.5_c1,nobgs,4,Chr1,0.1,2500000,9,2,1,admissible
V0.5_c1,nobgs,4,Chr1,0.1,5e+06,9,2,1,admissible
V0.5_c1,nobgs,4,Chr2,0.1,10000,8,1,1,under_split
V0.5_c1,nobgs,4,Chr2,0.1,25000,8,1,1,under_split
V0.5_c1,nobgs,4,Chr2,0.1,50000,8,1,1,under_split
V0.5_c1,nobgs,4,Chr2,0.1,1e+05,8,1,1,under_split
V0.5_c1,nobgs,4,Chr2,0.1,250000,8,1,1,under_split
V0.5_c1,nobgs,4,Chr2,0.1,5e+05,8,1,1,under_split
V0.5_c1,nobgs,4,Chr2,0.1,1e+06,8,1,1,under_split
V0.5_c1,nobgs,4,Chr2,0.1,2500000,8,1,1,under_split
V0.5_c1,nobgs,4,Chr2,0.1,5e+06,8,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.00625,10000,1773,138,0.992667794698252,admissible
V0.5_c1,nobgs,5,Chr1,0.00625,25000,1773,39,0.998871968415116,admissible
V0.5_c1,nobgs,5,Chr1,0.00625,50000,1773,12,0.999435984207558,admissible
V0.5_c1,nobgs,5,Chr1,0.00625,1e+05,1773,6,0.999435984207558,admissible
V0.5_c1,nobgs,5,Chr1,0.00625,250000,1773,3,0.999435984207558,admissible
V0.5_c1,nobgs,5,Chr1,0.00625,5e+05,1773,2,1,admissible
V0.5_c1,nobgs,5,Chr1,0.00625,1e+06,1773,2,1,admissible
V0.5_c1,nobgs,5,Chr1,0.00625,2500000,1773,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.00625,5e+06,1773,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.00625,10000,2310,217,0.977922077922078,admissible
V0.5_c1,nobgs,5,Chr2,0.00625,25000,2310,53,0.997402597402597,admissible
V0.5_c1,nobgs,5,Chr2,0.00625,50000,2310,13,0.9995670995671,admissible
V0.5_c1,nobgs,5,Chr2,0.00625,1e+05,2310,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.00625,250000,2310,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.00625,5e+05,2310,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.00625,1e+06,2310,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.00625,2500000,2310,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.00625,5e+06,2310,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.0125,10000,342,86,0.926900584795322,admissible
V0.5_c1,nobgs,5,Chr1,0.0125,25000,342,43,0.964912280701754,admissible
V0.5_c1,nobgs,5,Chr1,0.0125,50000,342,26,0.976608187134503,admissible
V0.5_c1,nobgs,5,Chr1,0.0125,1e+05,342,15,0.991228070175439,admissible
V0.5_c1,nobgs,5,Chr1,0.0125,250000,342,7,0.994152046783626,admissible
V0.5_c1,nobgs,5,Chr1,0.0125,5e+05,342,4,1,admissible
V0.5_c1,nobgs,5,Chr1,0.0125,1e+06,342,4,1,admissible
V0.5_c1,nobgs,5,Chr1,0.0125,2500000,342,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.0125,5e+06,342,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.0125,10000,500,88,0.93,admissible
V0.5_c1,nobgs,5,Chr2,0.0125,25000,500,50,0.964,admissible
V0.5_c1,nobgs,5,Chr2,0.0125,50000,500,25,0.988,admissible
V0.5_c1,nobgs,5,Chr2,0.0125,1e+05,500,12,0.992,admissible
V0.5_c1,nobgs,5,Chr2,0.0125,250000,500,6,0.996,admissible
V0.5_c1,nobgs,5,Chr2,0.0125,5e+05,500,5,0.998,admissible
V0.5_c1,nobgs,5,Chr2,0.0125,1e+06,500,3,1,admissible
V0.5_c1,nobgs,5,Chr2,0.0125,2500000,500,2,1,admissible
V0.5_c1,nobgs,5,Chr2,0.0125,5e+06,500,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.025,10000,99,32,0.919191919191919,admissible
V0.5_c1,nobgs,5,Chr1,0.025,25000,99,21,0.96969696969697,admissible
V0.5_c1,nobgs,5,Chr1,0.025,50000,99,14,0.98989898989899,admissible
V0.5_c1,nobgs,5,Chr1,0.025,1e+05,99,9,0.98989898989899,admissible
V0.5_c1,nobgs,5,Chr1,0.025,250000,99,4,1,admissible
V0.5_c1,nobgs,5,Chr1,0.025,5e+05,99,4,1,admissible
V0.5_c1,nobgs,5,Chr1,0.025,1e+06,99,3,1,admissible
V0.5_c1,nobgs,5,Chr1,0.025,2500000,99,2,1,admissible
V0.5_c1,nobgs,5,Chr1,0.025,5e+06,99,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.025,10000,81,29,0.814814814814815,admissible
V0.5_c1,nobgs,5,Chr2,0.025,25000,81,20,0.876543209876543,admissible
V0.5_c1,nobgs,5,Chr2,0.025,50000,81,11,0.962962962962963,admissible
V0.5_c1,nobgs,5,Chr2,0.025,1e+05,81,9,0.962962962962963,admissible
V0.5_c1,nobgs,5,Chr2,0.025,250000,81,3,0.987654320987654,admissible
V0.5_c1,nobgs,5,Chr2,0.025,5e+05,81,2,1,admissible
V0.5_c1,nobgs,5,Chr2,0.025,1e+06,81,2,1,admissible
V0.5_c1,nobgs,5,Chr2,0.025,2500000,81,2,1,admissible
V0.5_c1,nobgs,5,Chr2,0.025,5e+06,81,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.05,10000,38,14,0.81578947368421,admissible
V0.5_c1,nobgs,5,Chr1,0.05,25000,38,11,0.868421052631579,admissible
V0.5_c1,nobgs,5,Chr1,0.05,50000,38,6,0.947368421052632,admissible
V0.5_c1,nobgs,5,Chr1,0.05,1e+05,38,3,0.973684210526316,admissible
V0.5_c1,nobgs,5,Chr1,0.05,250000,38,2,0.973684210526316,admissible
V0.5_c1,nobgs,5,Chr1,0.05,5e+05,38,2,0.973684210526316,admissible
V0.5_c1,nobgs,5,Chr1,0.05,1e+06,38,2,0.973684210526316,admissible
V0.5_c1,nobgs,5,Chr1,0.05,2500000,38,2,0.973684210526316,admissible
V0.5_c1,nobgs,5,Chr1,0.05,5e+06,38,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.05,10000,12,2,0.916666666666667,admissible
V0.5_c1,nobgs,5,Chr2,0.05,25000,12,2,0.916666666666667,admissible
V0.5_c1,nobgs,5,Chr2,0.05,50000,12,2,0.916666666666667,admissible
V0.5_c1,nobgs,5,Chr2,0.05,1e+05,12,2,0.916666666666667,admissible
V0.5_c1,nobgs,5,Chr2,0.05,250000,12,2,0.916666666666667,admissible
V0.5_c1,nobgs,5,Chr2,0.05,5e+05,12,2,0.916666666666667,admissible
V0.5_c1,nobgs,5,Chr2,0.05,1e+06,12,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.05,2500000,12,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.05,5e+06,12,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.1,10000,16,4,0.9375,admissible
V0.5_c1,nobgs,5,Chr1,0.1,25000,16,3,0.9375,admissible
V0.5_c1,nobgs,5,Chr1,0.1,50000,16,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.1,1e+05,16,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.1,250000,16,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.1,5e+05,16,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.1,1e+06,16,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.1,2500000,16,1,1,under_split
V0.5_c1,nobgs,5,Chr1,0.1,5e+06,16,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.1,10000,4,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.1,25000,4,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.1,50000,4,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.1,1e+05,4,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.1,250000,4,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.1,5e+05,4,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.1,1e+06,4,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.1,2500000,4,1,1,under_split
V0.5_c1,nobgs,5,Chr2,0.1,5e+06,4,1,1,under_split
V0.5_c1,nobgs,6,Chr1,0.00625,10000,3124,227,0.979193341869398,admissible
V0.5_c1,nobgs,6,Chr1,0.00625,25000,3124,73,0.99359795134443,admissible
V0.5_c1,nobgs,6,Chr1,0.00625,50000,3124,24,0.998399487836108,admissible
V0.5_c1,nobgs,6,Chr1,0.00625,1e+05,3124,11,0.999679897567222,admissible
V0.5_c1,nobgs,6,Chr1,0.00625,250000,3124,2,1,admissible
V0.5_c1,nobgs,6,Chr1,0.00625,5e+05,3124,1,1,under_split
V0.5_c1,nobgs,6,Chr1,0.00625,1e+06,3124,1,1,under_split
V0.5_c1,nobgs,6,Chr1,0.00625,2500000,3124,1,1,under_split
V0.5_c1,nobgs,6,Chr1,0.00625,5e+06,3124,1,1,under_split
V0.5_c1,nobgs,6,Chr2,0.00625,10000,3511,225,0.98205639418969,admissible
V0.5_c1,nobgs,6,Chr2,0.00625,25000,3511,60,0.995158074622615,admissible
V0.5_c1,nobgs,6,Chr2,0.00625,50000,3511,29,0.99772144688123,admissible
V0.5_c1,nobgs,6,Chr2,0.00625,1e+05,3511,7,0.999715180860154,admissible
V0.5_c1,nobgs,6,Chr2,0.00625,250000,3511,1,1,under_split
V0.5_c1,nobgs,6,Chr2,0.00625,5e+05,3511,1,1,under_split
V0.5_c1,nobgs,6,Chr2,0.00625,1e+06,3511,1,1,under_split
V0.5_c1,nobgs,6,Chr2,0.00625,2500000,3511,1,1,under_split
V0.5_c1,nobgs,6,Chr2,0.00625,5e+06,3511,1,1,under_split
V0.5_c1,nobgs,6,Chr1,0.0125,10000,474,105,0.894514767932489,admissible
V0.5_c1,nobgs,6,Chr1,0.0125,25000,474,59,0.938818565400844,admissible
V0.5_c1,nobgs,6,Chr1,0.0125,50000,474,40,0.964135021097046,admissible
V0.5_c1,nobgs,6,Chr1,0.0125,1e+05,474,21,0.985232067510549,admissible
V0.5_c1,nobgs,6,Chr1,0.0125,250000,474,7,0.99789029535865,admissible
V0.5_c1,nobgs,6,Chr1,0.0125,5e+05,474,6,1,admissible
V0.5_c1,nobgs,6,Chr1,0.0125,1e+06,474,4,1,admissible
V0.5_c1,nobgs,6,Chr1,0.0125,2500000,474,2,1,admissible
V0.5_c1,nobgs,6,Chr1,0.0125,5e+06,474,1,1,under_split
V0.5_c1,nobgs,6,Chr2,0.0125,10000,476,144,0.855042016806723,admissible
V0.5_c1,nobgs,6,Chr2,0.0125,25000,476,95,0.920168067226891,admissible
V0.5_c1,nobgs,6,Chr2,0.0125,50000,476,56,0.964285714285714,admissible
V0.5_c1,nobgs,6,Chr2,0.0125,1e+05,476,28,0.976890756302521,admissible
V0.5_c1,nobgs,6,Chr2,0.0125,250000,476,10,1,admissible
V0.5_c1,nobgs,6,Chr2,0.0125,5e+05,476,4,1,admissible
V0.5_c1,nobgs,6,Chr2,0.0125,1e+06,476,2,1,admissible
V0.5_c1,nobgs,6,Chr2,0.0125,2500000,476,1,1,under_split
V0.5_c1,nobgs,6,Chr2,0.0125,5e+06,476,1,1,under_split
V0.5_c1,nobgs,6,Chr1,0.025,10000,64,24,0.828125,admissible
V0.5_c1,nobgs,6,Chr1,0.025,25000,64,20,0.84375,admissible
V0.5_c1,nobgs,6,Chr1,0.025,50000,64,14,0.921875,admissible
V0.5_c1,nobgs,6,Chr1,0.025,1e+05,64,10,0.953125,admissible
V0.5_c1,nobgs,6,Chr1,0.025,250000,64,6,0.96875,admissible
V0.5_c1,nobgs,6,Chr1,0.025,5e+05,64,4,0.984375,admissible
V0.5_c1,nobgs,6,Chr1,0.025,1e+06,64,4,0.984375,admissible
V0.5_c1,nobgs,6,Chr1,0.025,2500000,64,3,1,admissible
V0.5_c1,nobgs,6,Chr1,0.025,5e+06,64,2,1,admissible
V0.5_c1,nobgs,6,Chr2,0.025,10000,42,13,0.857142857142857,admissible
V0.5_c1,nobgs,6,Chr2,0.025,25000,42,9,0.928571428571429,admissible
V0.5_c1,nobgs,6,Chr2,0.025,50000,42,8,0.952380952380952,admissible
V0.5_c1,nobgs,6,Chr2,0.025,1e+05,42,6,1,admissible
V0.5_c1,nobgs,6,Chr2,0.025,250000,42,5,1,admissible
V0.5_c1,nobgs,6,Chr2,0.025,5e+05,42,4,1,admissible
V0.5_c1,nobgs,6,Chr2,0.025,1e+06,42,3,1,admissible
V0.5_c1,nobgs,6,Chr2,0.025,2500000,42,3,1,admissible
V0.5_c1,nobgs,6,Chr2,0.025,5e+06,42,2,1,admissible
V0.5_c1,nobgs,6,Chr1,0.05,10000,5,5,0,over_split
V0.5_c1,nobgs,6,Chr1,0.05,25000,5,4,0.4,admissible
V0.5_c1,nobgs,6,Chr1,0.05,50000,5,4,0.4,admissible
V0.5_c1,nobgs,6,Chr1,0.05,1e+05,5,3,0.6,admissible
V0.5_c1,nobgs,6,Chr1,0.05,250000,5,3,0.6,admissible
V0.5_c1,nobgs,6,Chr1,0.05,5e+05,5,3,0.6,admissible
V0.5_c1,nobgs,6,Chr1,0.05,1e+06,5,3,0.6,admissible
V0.5_c1,nobgs,6,Chr1,0.05,2500000,5,3,0.6,admissible
V0.5_c1,nobgs,6,Chr1,0.05,5e+06,5,2,0.8,admissible
V0.5_c1,nobgs,6,Chr2,0.05,10000,6,4,0.666666666666667,admissible
V0.5_c1,nobgs,6,Chr2,0.05,25000,6,4,0.666666666666667,admissible
V0.5_c1,nobgs,6,Chr2,0.05,50000,6,4,0.666666666666667,admissible
V0.5_c1,nobgs,6,Chr2,0.05,1e+05,6,4,0.666666666666667,admissible
V0.5_c1,nobgs,6,Chr2,0.05,250000,6,2,0.833333333333333,admissible
V0.5_c1,nobgs,6,Chr2,0.05,5e+05,6,2,0.833333333333333,admissible
V0.5_c1,nobgs,6,Chr2,0.05,1e+06,6,2,0.833333333333333,admissible
V0.5_c1,nobgs,6,Chr2,0.05,2500000,6,2,0.833333333333333,admissible
V0.5_c1,nobgs,6,Chr2,0.05,5e+06,6,1,1,under_split
V0.5_c1,nobgs,6,Chr1,0.1,10000,0,,,dropped
V0.5_c1,nobgs,6,Chr1,0.1,25000,0,,,dropped
V0.5_c1,nobgs,6,Chr1,0.1,50000,0,,,dropped
V0.5_c1,nobgs,6,Chr1,0.1,1e+05,0,,,dropped
V0.5_c1,nobgs,6,Chr1,0.1,250000,0,,,dropped
V0.5_c1,nobgs,6,Chr1,0.1,5e+05,0,,,dropped
V0.5_c1,nobgs,6,Chr1,0.1,1e+06,0,,,dropped
V0.5_c1,nobgs,6,Chr1,0.1,2500000,0,,,dropped
V0.5_c1,nobgs,6,Chr1,0.1,5e+06,0,,,dropped
V0.5_c1,nobgs,6,Chr2,0.1,10000,0,,,dropped
V0.5_c1,nobgs,6,Chr2,0.1,25000,0,,,dropped
V0.5_c1,nobgs,6,Chr2,0.1,50000,0,,,dropped
V0.5_c1,nobgs,6,Chr2,0.1,1e+05,0,,,dropped
V0.5_c1,nobgs,6,Chr2,0.1,250000,0,,,dropped
V0.5_c1,nobgs,6,Chr2,0.1,5e+05,0,,,dropped
V0.5_c1,nobgs,6,Chr2,0.1,1e+06,0,,,dropped
V0.5_c1,nobgs,6,Chr2,0.1,2500000,0,,,dropped
V0.5_c1,nobgs,6,Chr2,0.1,5e+06,0,,,dropped
V0.5_c1,nobgs,7,Chr1,0.00625,10000,2017,224,0.977689638076351,admissible
V0.5_c1,nobgs,7,Chr1,0.00625,25000,2017,62,0.996033713435796,admissible
V0.5_c1,nobgs,7,Chr1,0.00625,50000,2017,20,0.999008428358949,admissible
V0.5_c1,nobgs,7,Chr1,0.00625,1e+05,2017,3,1,admissible
V0.5_c1,nobgs,7,Chr1,0.00625,250000,2017,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.00625,5e+05,2017,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.00625,1e+06,2017,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.00625,2500000,2017,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.00625,5e+06,2017,1,1,under_split
V0.5_c1,nobgs,7,Chr2,0.00625,10000,2657,213,0.982310876928867,admissible
V0.5_c1,nobgs,7,Chr2,0.00625,25000,2657,58,0.995107263831389,admissible
V0.5_c1,nobgs,7,Chr2,0.00625,50000,2657,19,0.999623635679338,admissible
V0.5_c1,nobgs,7,Chr2,0.00625,1e+05,2657,3,1,admissible
V0.5_c1,nobgs,7,Chr2,0.00625,250000,2657,1,1,under_split
V0.5_c1,nobgs,7,Chr2,0.00625,5e+05,2657,1,1,under_split
V0.5_c1,nobgs,7,Chr2,0.00625,1e+06,2657,1,1,under_split
V0.5_c1,nobgs,7,Chr2,0.00625,2500000,2657,1,1,under_split
V0.5_c1,nobgs,7,Chr2,0.00625,5e+06,2657,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.0125,10000,467,107,0.922912205567452,admissible
V0.5_c1,nobgs,7,Chr1,0.0125,25000,467,61,0.963597430406852,admissible
V0.5_c1,nobgs,7,Chr1,0.0125,50000,467,34,0.987152034261242,admissible
V0.5_c1,nobgs,7,Chr1,0.0125,1e+05,467,11,0.997858672376874,admissible
V0.5_c1,nobgs,7,Chr1,0.0125,250000,467,5,1,admissible
V0.5_c1,nobgs,7,Chr1,0.0125,5e+05,467,4,1,admissible
V0.5_c1,nobgs,7,Chr1,0.0125,1e+06,467,2,1,admissible
V0.5_c1,nobgs,7,Chr1,0.0125,2500000,467,2,1,admissible
V0.5_c1,nobgs,7,Chr1,0.0125,5e+06,467,1,1,under_split
V0.5_c1,nobgs,7,Chr2,0.0125,10000,363,86,0.903581267217631,admissible
V0.5_c1,nobgs,7,Chr2,0.0125,25000,363,53,0.950413223140496,admissible
V0.5_c1,nobgs,7,Chr2,0.0125,50000,363,25,0.980716253443526,admissible
V0.5_c1,nobgs,7,Chr2,0.0125,1e+05,363,13,0.991735537190083,admissible
V0.5_c1,nobgs,7,Chr2,0.0125,250000,363,4,1,admissible
V0.5_c1,nobgs,7,Chr2,0.0125,5e+05,363,3,1,admissible
V0.5_c1,nobgs,7,Chr2,0.0125,1e+06,363,3,1,admissible
V0.5_c1,nobgs,7,Chr2,0.0125,2500000,363,3,1,admissible
V0.5_c1,nobgs,7,Chr2,0.0125,5e+06,363,2,1,admissible
V0.5_c1,nobgs,7,Chr1,0.025,10000,138,30,0.927536231884058,admissible
V0.5_c1,nobgs,7,Chr1,0.025,25000,138,19,0.978260869565217,admissible
V0.5_c1,nobgs,7,Chr1,0.025,50000,138,12,0.992753623188406,admissible
V0.5_c1,nobgs,7,Chr1,0.025,1e+05,138,7,0.992753623188406,admissible
V0.5_c1,nobgs,7,Chr1,0.025,250000,138,4,1,admissible
V0.5_c1,nobgs,7,Chr1,0.025,5e+05,138,3,1,admissible
V0.5_c1,nobgs,7,Chr1,0.025,1e+06,138,3,1,admissible
V0.5_c1,nobgs,7,Chr1,0.025,2500000,138,3,1,admissible
V0.5_c1,nobgs,7,Chr1,0.025,5e+06,138,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.025,10000,95,23,0.894736842105263,admissible
V0.5_c1,nobgs,7,Chr2,0.025,25000,95,20,0.905263157894737,admissible
V0.5_c1,nobgs,7,Chr2,0.025,50000,95,12,0.957894736842105,admissible
V0.5_c1,nobgs,7,Chr2,0.025,1e+05,95,8,0.978947368421053,admissible
V0.5_c1,nobgs,7,Chr2,0.025,250000,95,3,1,admissible
V0.5_c1,nobgs,7,Chr2,0.025,5e+05,95,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.025,1e+06,95,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.025,2500000,95,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.025,5e+06,95,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.05,10000,53,7,0.943396226415094,admissible
V0.5_c1,nobgs,7,Chr1,0.05,25000,53,6,0.962264150943396,admissible
V0.5_c1,nobgs,7,Chr1,0.05,50000,53,4,1,admissible
V0.5_c1,nobgs,7,Chr1,0.05,1e+05,53,2,1,admissible
V0.5_c1,nobgs,7,Chr1,0.05,250000,53,2,1,admissible
V0.5_c1,nobgs,7,Chr1,0.05,5e+05,53,2,1,admissible
V0.5_c1,nobgs,7,Chr1,0.05,1e+06,53,2,1,admissible
V0.5_c1,nobgs,7,Chr1,0.05,2500000,53,2,1,admissible
V0.5_c1,nobgs,7,Chr1,0.05,5e+06,53,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.05,10000,33,5,1,admissible
V0.5_c1,nobgs,7,Chr2,0.05,25000,33,4,1,admissible
V0.5_c1,nobgs,7,Chr2,0.05,50000,33,3,1,admissible
V0.5_c1,nobgs,7,Chr2,0.05,1e+05,33,3,1,admissible
V0.5_c1,nobgs,7,Chr2,0.05,250000,33,3,1,admissible
V0.5_c1,nobgs,7,Chr2,0.05,5e+05,33,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.05,1e+06,33,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.05,2500000,33,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.05,5e+06,33,2,1,admissible
V0.5_c1,nobgs,7,Chr1,0.1,10000,23,2,0.956521739130435,admissible
V0.5_c1,nobgs,7,Chr1,0.1,25000,23,2,0.956521739130435,admissible
V0.5_c1,nobgs,7,Chr1,0.1,50000,23,2,0.956521739130435,admissible
V0.5_c1,nobgs,7,Chr1,0.1,1e+05,23,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.1,250000,23,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.1,5e+05,23,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.1,1e+06,23,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.1,2500000,23,1,1,under_split
V0.5_c1,nobgs,7,Chr1,0.1,5e+06,23,1,1,under_split
V0.5_c1,nobgs,7,Chr2,0.1,10000,8,4,0.75,admissible
V0.5_c1,nobgs,7,Chr2,0.1,25000,8,3,1,admissible
V0.5_c1,nobgs,7,Chr2,0.1,50000,8,3,1,admissible
V0.5_c1,nobgs,7,Chr2,0.1,1e+05,8,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.1,250000,8,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.1,5e+05,8,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.1,1e+06,8,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.1,2500000,8,2,1,admissible
V0.5_c1,nobgs,7,Chr2,0.1,5e+06,8,2,1,admissible
V0.5_c1,nobgs,8,Chr1,0.00625,10000,2140,293,0.961682242990654,admissible
V0.5_c1,nobgs,8,Chr1,0.00625,25000,2140,90,0.99392523364486,admissible
V0.5_c1,nobgs,8,Chr1,0.00625,50000,2140,20,0.999532710280374,admissible
V0.5_c1,nobgs,8,Chr1,0.00625,1e+05,2140,6,0.999532710280374,admissible
V0.5_c1,nobgs,8,Chr1,0.00625,250000,2140,2,1,admissible
V0.5_c1,nobgs,8,Chr1,0.00625,5e+05,2140,1,1,under_split
V0.5_c1,nobgs,8,Chr1,0.00625,1e+06,2140,1,1,under_split
V0.5_c1,nobgs,8,Chr1,0.00625,2500000,2140,1,1,under_split
V0.5_c1,nobgs,8,Chr1,0.00625,5e+06,2140,1,1,under_split
V0.5_c1,nobgs,8,Chr2,0.00625,10000,2922,292,0.975701574264203,admissible
V0.5_c1,nobgs,8,Chr2,0.00625,25000,2922,77,0.994524298425736,admissible
V0.5_c1,nobgs,8,Chr2,0.00625,50000,2922,23,0.997946611909651,admissible
V0.5_c1,nobgs,8,Chr2,0.00625,1e+05,2922,3,1,admissible
V0.5_c1,nobgs,8,Chr2,0.00625,250000,2922,1,1,under_split
V0.5_c1,nobgs,8,Chr2,0.00625,5e+05,2922,1,1,under_split
V0.5_c1,nobgs,8,Chr2,0.00625,1e+06,2922,1,1,under_split
V0.5_c1,nobgs,8,Chr2,0.00625,2500000,2922,1,1,under_split
V0.5_c1,nobgs,8,Chr2,0.00625,5e+06,2922,1,1,under_split
V0.5_c1,nobgs,8,Chr1,0.0125,10000,480,105,0.933333333333333,admissible
V0.5_c1,nobgs,8,Chr1,0.0125,25000,480,54,0.970833333333333,admissible
V0.5_c1,nobgs,8,Chr1,0.0125,50000,480,26,0.983333333333333,admissible
V0.5_c1,nobgs,8,Chr1,0.0125,1e+05,480,16,0.9875,admissible
V0.5_c1,nobgs,8,Chr1,0.0125,250000,480,9,0.995833333333333,admissible
V0.5_c1,nobgs,8,Chr1,0.0125,5e+05,480,5,1,admissible
V0.5_c1,nobgs,8,Chr1,0.0125,1e+06,480,4,1,admissible
V0.5_c1,nobgs,8,Chr1,0.0125,2500000,480,2,1,admissible
V0.5_c1,nobgs,8,Chr1,0.0125,5e+06,480,1,1,under_split
V0.5_c1,nobgs,8,Chr2,0.0125,10000,350,82,0.92,admissible
V0.5_c1,nobgs,8,Chr2,0.0125,25000,350,52,0.94,admissible
V0.5_c1,nobgs,8,Chr2,0.0125,50000,350,32,0.971428571428571,admissible
V0.5_c1,nobgs,8,Chr2,0.0125,1e+05,350,19,0.982857142857143,admissible
V0.5_c1,nobgs,8,Chr2,0.0125,250000,350,13,0.985714285714286,admissible
V0.5_c1,nobgs,8,Chr2,0.0125,5e+05,350,10,0.994285714285714,admissible
V0.5_c1,nobgs,8,Chr2,0.0125,1e+06,350,6,1,admissible
V0.5_c1,nobgs,8,Chr2,0.0125,2500000,350,2,1,admissible
V0.5_c1,nobgs,8,Chr2,0.0125,5e+06,350,1,1,under_split
V0.5_c1,nobgs,8,Chr1,0.025,10000,200,53,0.935,admissible
V0.5_c1,nobgs,8,Chr1,0.025,25000,200,26,0.98,admissible
V0.5_c1,nobgs,8,Chr1,0.025,50000,200,13,0.995,admissible
V0.5_c1,nobgs,8,Chr1,0.025,1e+05,200,5,1,admissible
V0.5_c1,nobgs,8,Chr1,0.025,250000,200,3,1,admissible
V0.5_c1,nobgs,8,Chr1,0.025,5e+05,200,1,1,under_split
V0.5_c1,nobgs,8,Chr1,0.025,1e+06,200,1,1,under_split
V0.5_c1,nobgs,8,Chr1,0.025,2500000,200,1,1,under_split
V0.5_c1,nobgs,8,Chr1,0.025,5e+06,200,1,1,under_split
V0.5_c1,nobgs,8,Chr2,0.025,10000,51,23,0.784313725490196,admissible
V0.5_c1,nobgs,8,Chr2,0.025,25000,51,18,0.882352941176471,admissible
V0.5_c1,nobgs,8,Chr2,0.025,50000,51,11,0.96078431372549,admissible
V0.5_c1,nobgs,8,Chr2,0.025,1e+05,51,9,0.96078431372549,admissible
V0.5_c1,nobgs,8,Chr2,0.025,250000,51,3,1,admissible
V0.5_c1,nobgs,8,Chr2,0.025,5e+05,51,3,1,admissible
V0.5_c1,nobgs,8,Chr2,0.025,1e+06,51,3,1,admissible
V0.5_c1,nobgs,8,Chr2,0.025,2500000,51,3,1,admissible
