marker	old_chr	old_start	old_end	new_chr	new_start	new_end	bin_length	cM_FTC	cM_BEPA	rate_FTC	rate_BEPA	rate_ROESTI	rel_FTC	rel_BEPA	rel_ROESTI	n_crosses	rel_consensus	rel_sd	rank_sd	disagree	concordant	rate_consensus_cMperMb
4_30	13	17013419	17502669	13	17013419	17502669	489251		42.314		5.8324	11.6622		1.1879	3.6191	2	2.4035	1.7191	0.1796	0.9483	FALSE	7.4749
4_31	13	17502670	17991920	13	17502670	17991920	489251	32.582	46.149	8.464	12.4159	5.5538	2.1614	2.5287	1.7235	3	2.1379	0.4031	0.0377	0.2816	TRUE	6.6489
4_32	13	17991921	18481171	13	17991921	18481171	489251	39.223	54.463	15.4398	15.8937	11.5912	3.9427	3.237	3.5971	3	3.5923	0.3529	0.014	0.1307	TRUE	11.1721
57_1	13	18482172	18871644	13	19261118	19650590	389473	55.417	69.577	21.283	12.6443	10.2131	5.4348	2.5752	3.1694	3	3.7265	1.509	0.0505	0.767	FALSE	11.5894
57_2	13	18871645	19261117	13	18871645	19261117	389473	51.2	65.896	10.8891	11.1086	11.6559	2.7806	2.2625	3.6172	3	2.8868	0.6836	0.057	0.7898	FALSE	8.9779
57_3	13	19261118	19650590	13	18482172	18871644	389473	46.935	60.924	14.433	13.7774	51.8907	3.6856	2.806	16.1033	3	7.5316	7.4363	0.0445	0.7216	TRUE	23.4233
107_1	13	19651591	19861045	13	19982145	20191599	209455	66.646	79.018	7.4273	10.0234	11.8175	1.8966	2.0414	3.6673	3	2.5351	0.9832	0.0844	0.8103	FALSE	7.8842
107_2	13	19861046	20070501	13	19772689	19982144	209456	68.04	76.151	5.8037	14.9615	0.0393	1.482	3.0472	0.0122	3	1.5138	1.5177	0.467	0.9943	FALSE	4.7079
116_1	14	1	172860	14	316402	489261	172860	0	2.041	1.124	2.9954	4.6796	0.287	0.6101	1.4522	3	0.7831	0.6016	0.2183	0.8125	FALSE	2.4354
116_2	14	172861	345721	14	143541	316401	172861	0.364	1.359	2.1058	6.897	4.6796	0.5377	1.4047	1.4522	3	1.1315	0.5148	0.152	0.8563	FALSE	3.519
12_1	14	346722	836575	14	762169	1252022	489854	6.671	5.629	11.3585	11.2616	4.8878	2.9005	2.2936	1.5168	3	2.237	0.6936	0.0649	0.5805	TRUE	6.9571
12_2	14	836576	1326429	14	1252023	1741876	489854	12.48	12.391	15.1964	13.9603	8.3234	3.8805	2.8433	2.583	3	3.1023	0.6864	0.0323	0.4602	TRUE	9.6482
12_3	14	1326430	1816283	14	1741877	2231730	489854	21.559	19.306	19.0965	15.2831	11.4233	4.8765	3.1127	3.545	3	3.8447	0.9193	0.0263	0.2898	TRUE	11.957
12_4	14	1816284	2306137	14	2231731	2721584	489854	31.189	27.364	15.6128	14.145	11.4015	3.9869	2.8809	3.5382	3	3.4687	0.5563	0.0274	0.3125	TRUE	10.7877
12_5	14	2306138	2795991	14	2721585	3211438	489854	36.855	33.164	10.9655	10.942	11.1556	2.8001	2.2285	3.4619	3	2.8302	0.6172	0.0503	0.7557	FALSE	8.8019
12_6	14	2795992	3285845	14	3211439	3701292	489854	41.932	38.084	7.9442	9.5396	5.8389	2.0286	1.9429	1.812	3	1.9278	0.1091	0.0084	0.0287	TRUE	5.9955
12_7	14	3285846	3775699	14	3701293	4191146	489854	44.638	42.51	5.9497	6.4325	6.3085	1.5193	1.3101	1.9577	3	1.5957	0.3305	0.0524	0.3046	TRUE	4.9626
12_8	14	3775700	4265553	14	4191147	4681000	489854	47.761	44.386	5.8436	3.4908	3.8575	1.4922	0.711	1.1971	3	1.1334	0.3945	0.0837	0.592	TRUE	3.5249
12_9	14	4265554	4755407	14	4681001	5170854	489854	50.363		3.9134		3.1287	0.9993		0.9709	2	0.9851	0.0201	0.0171	0.017	TRUE	3.0637
12_10	14	4755408	5245261	14	5170855	5660708	489854	51.595	47.64	1.9618	3.3459	1.2782	0.501	0.6815	0.3967	3	0.5264	0.1441	0.1121	0.3276	TRUE	1.6371
12_11	14	5245262	5735115	14	5660709	6150562	489854	52.285	49.303	2.4313	2.2027	2.2564	0.6209	0.4486	0.7002	3	0.5899	0.1286	0.0614	0.2241	TRUE	1.8346
12_12	14	5735116	6224969	14	6150563	6640416	489854	53.977	49.798	3.1754	2.219	1.9957	0.8109	0.4519	0.6193	3	0.6274	0.1796	0.0897	0.3506	TRUE	1.9512
12_13	14	6224970	6714823	14	6640417	7130270	489854	55.396	51.477	3.1315	2.462	1.5698	0.7997	0.5014	0.4872	3	0.5961	0.1765	0.1026	0.4655	TRUE	1.8539
12_14	14	6714824	7204677	14	7130271	7620124	489854	57.045	52.21	2.7539	1.2871	2.0917	0.7032	0.2621	0.6491	3	0.5381	0.2406	0.1517	0.5345	TRUE	1.6735
12_15	14	7204678	7694531	14	7620125	8109978	489854	58.094	52.738	2.5916	1.3228	1.4602	0.6618	0.2694	0.4531	3	0.4614	0.1963	0.1321	0.4195	TRUE	1.435
12_16	14	7694532	8184385	14	8109979	8599832	489854	59.584	53.506	2.5406	1.4178	1.1383	0.6488	0.2888	0.3532	3	0.4303	0.192	0.136	0.4655	TRUE	1.3382
12_17	14	8184386	8674240	14	8599833	9089687	489855	60.583	54.127	2.1537	2.267	0.8143	0.55	0.4617	0.2527	3	0.4215	0.1527	0.1467	0.5966	TRUE	1.3109
12_18	14	8674241	9164095	14	9089688	9579542	489855	61.694	55.727	2.1802	2.3558	1.7023	0.5567	0.4798	0.5283	3	0.5216	0.0389	0.0312	0.0517	TRUE	1.6222
12_19	14	9164096	9653950	14	9579543	10069397	489855	62.719	56.435	1.8679	1.576	1.3433	0.477	0.321	0.4169	3	0.405	0.0787	0.0481	0.0398	TRUE	1.2595
12_20	14	9653951	10143805	14	10069398	10559252	489855	63.524	57.271	2.022	2.0037	2.863	0.5163	0.4081	0.8885	3	0.6043	0.252	0.1062	0.5115	TRUE	1.8794
12_21	14	10143806	10633660	14	10559253	11049107	489855	64.7	58.398	1.7536	2.9264	1.9531	0.4478	0.596	0.6061	3	0.55	0.0886	0.0534	0.1092	TRUE	1.7105
12_22	14	10633661	11123515	14	11049108	11538962	489855	65.242	60.138	1.3729	3.155	2.7044	0.3506	0.6426	0.8393	3	0.6108	0.2459	0.125	0.6379	TRUE	1.8996
12_23	14	11123516	11613370	14	11538963	12028817	489855	66.045	61.489	1.1197	2.4926	3.0446	0.2859	0.5077	0.9448	3	0.5795	0.3353	0.1604	0.7414	TRUE	1.8022
12_24	14	11613371	12103225	14	12028818	12518672	489855	66.339	62.58	0.9482	1.8036	1.0673	0.2421	0.3673	0.3312	3	0.3135	0.0644	0.059	0.1322	TRUE	0.975
12_25	14	12103226	12593080	14	12518673	13008527	489855	66.974		0.5257		0.8324	0.1342		0.2583	2	0.1962	0.0878	0.032	0.0517	TRUE	0.6102
12_26	14	12593081	13082935	14	13008528	13498382	489855	66.854		0.3193		0.0963	0.0815		0.0299	2	0.0557	0.0365	0.043	0.3693	TRUE	0.1732
40_1	14	13083936	13516440	14	15229404	15661908	432505	68.949		1.6603		0.4643	0.424		0.1441	2	0.2841	0.1979	0.2008	0.7644	FALSE	0.8836
40_2	14	13516441	13948945	14	14796899	15229403	432505	68.312	68.887	2.4994	4.1762	0.9705	0.6382	0.8506	0.3012	3	0.5967	0.277	0.1982	0.7989	FALSE	1.8557
40_3	14	13948946	14381450	14	14364394	14796898	432505	66.787	67.128	2.0451	4.993	2.2659	0.5222	1.0169	0.7032	3	0.7474	0.2503	0.099	0.4425	TRUE	2.3244
40_4	14	14381451	14813955	14	13931889	14364393	432505	66.543	64.568	0.1353	2.4913	0.007	0.0346	0.5074	0.0022	3	0.1814	0.2828	0.2478	0.9253	FALSE	0.5642
40_5	14	14813956	15246461	14	13499383	13931888	432506	66.67	64.973	0.3476	1.0606		0.0888	0.216		2	0.1524	0.0899	0.0851	0.408	TRUE	0.474
110_1	15	1	170770	15	170772	341541	170770	0.319	3.591	7.2484	16.7566	0	1.8509	3.4128	0	3	1.7546	1.7084	0.5011	0.9828	FALSE	5.4568
110_2	15	170771	341541	15	1	170771	170771	0	0	1.868	21.0283	24.9921	0.477	4.2828	7.7558	3	4.1719	3.6407	0.3079	0.9602	FALSE	12.9746
72_1	15	342542	706204	15	1022753	1386415	363663	13.732	12.509	16.8698	11.9691	13.7111	4.3079	2.4377	4.255	3	3.6669	1.0648	0.062	0.8239	FALSE	11.4041
72_2	15	706205	1069868	15	659089	1022752	363664	7.397	8.964	16.2782	10.327	2.2515	4.1568	2.1033	0.6987	3	2.3196	1.7392	0.2114	0.9598	FALSE	7.214
10_1	15	1070869	1563792	15	1387416	1880339	492924	20.774	18.455	13.7039	14.5812	7.24	3.4994	2.9697	2.2468	3	2.9053	0.6288	0.039	0.642	TRUE	9.0355
10_2	15	1563793	2056716	15	1880340	2373263	492924	26.37	25.956	12.1844	17.9429	8.5647	3.1114	3.6544	2.6579	3	3.1412	0.4989	0.0264	0.3011	TRUE	9.7691
10_3	15	2056717	2549640	15	2373264	2866187	492924	32.786	36.144	11.8923	16.2642	11.8028	3.0368	3.3125	3.6628	3	3.3374	0.3137	0.0275	0.3239	TRUE	10.3793
10_4	15	2549641	3042564	15	2866188	3359111	492924	38.094	41.99	8.9142	8.8716	6.6684	2.2763	1.8069	2.0694	3	2.0509	0.2352	0.0276	0.1667	TRUE	6.3783
10_5	15	3042565	3535488	15	3359112	3852035	492924	41.574	44.89	6.2099	5.5472	5.3681	1.5858	1.1298	1.6659	3	1.4605	0.2892	0.0557	0.3851	TRUE	4.5422
10_6	15	3535489	4028412	15	3852036	4344959	492924	44.216		4.2928		5.1264	1.0962		1.5909	2	1.3436	0.3498	0.0621	0.4483	TRUE	4.1786
10_7	15	4028413	4521336	15	4344960	4837883	492924	45.806	50.193	2.2184	3.4082	4.6072	0.5665	0.6941	1.4297	3	0.8968	0.4659	0.1291	0.6534	TRUE	2.789
10_8	15	4521337	5014260	15	4837884	5330807	492924	46.403		1.6625		2.4556	0.4245		0.7621	2	0.5933	0.2387	0.111	0.5575	TRUE	1.8452
10_9	15	5014261	5507185	15	5330808	5823732	492925	47.445	51.61	2.2864	1.2794	2.8285	0.5839	0.2606	0.8778	3	0.5741	0.3087	0.1662	0.7529	FALSE	1.7855
10_10	15	5507186	6000110	15	5823733	6316657	492925	48.657	52.085	1.977	0.9707	2.3709	0.5048	0.1977	0.7358	3	0.4794	0.2699	0.1794	0.6839	TRUE	1.4909
10_11	15	6000111	6493035	15	6316658	6809582	492925	49.394	52.567	1.2771	1.2832	2.2552	0.3261	0.2613	0.6998	3	0.4291	0.2367	0.1354	0.454	TRUE	1.3345
10_12	15	6493036	6985960	15	6809583	7302507	492925	49.916	53.35	1.1574	1.3846	1.8957	0.2956	0.282	0.5883	3	0.3886	0.1731	0.0899	0.2443	TRUE	1.2085
10_13	15	6985961	7478885	15	7302508	7795432	492925	50.535	53.932	1.2801	0.9048	1.8957	0.3269	0.1843	0.5883	3	0.3665	0.2049	0.1438	0.5739	TRUE	1.1398
10_14	15	7478886	7971810	15	7795433	8288357	492925	51.178	54.242	0.9464	1.4657	1.8576	0.2417	0.2985	0.5765	3	0.3722	0.1792	0.0966	0.2898	TRUE	1.1575
10_15	15	7971811	8464735	15	8288358	8781282	492925	51.468	55.377	1.2406	1.8968	1.8294	0.3168	0.3863	0.5677	3	0.4236	0.1295	0.0553	0.0966	TRUE	1.3174
10_16	15	8464736	8957660	15	8781283	9274207	492925	52.401	56.112	2.0662	1.6209	1.881	0.5276	0.3301	0.5837	3	0.4805	0.1332	0.0647	0.1552	TRUE	1.4944
10_17	15	8957661	9450585	15	9274208	9767132	492925	53.505	56.975	2.0378	2.1261	1.2787	0.5204	0.433	0.3968	3	0.4501	0.0635	0.0555	0.1207	TRUE	1.3998
10_18	15	9450586	9943510	15	9767133	10260057	492925	54.41	58.208	2.6221	3.2135	1.3392	0.6696	0.6545	0.4156	3	0.5799	0.1425	0.1068	0.523	TRUE	1.8035
10_19	15	9943511	10436435	15	10260058	10752982	492925	56.09	60.143	3.4813	3.322	2.0421	0.889	0.6766	0.6337	3	0.7331	0.1367	0.0698	0.2471	TRUE	2.2799
10_20	15	10436436	10929360	15	10752983	11245907	492925	57.842	61.483	4.0331	3.2338	0.718	1.0299	0.6586	0.2228	3	0.6371	0.404	0.2619	0.8678	FALSE	1.9814
10_21	15	10929361	11422285	15	11245908	11738832	492925	60.066	63.331	3.2946	2.7479	0.9814	0.8413	0.5597	0.3046	3	0.5685	0.2685	0.189	0.7759	FALSE	1.768
10_22	15	11422286	11915210	15	11738833	12231757	492925	61.09	64.192	1.7619	3.4529	3.5411	0.4499	0.7032	1.0989	3	0.7507	0.3271	0.1282	0.6609	TRUE	2.3347
10_23	15	11915211	12408135	15	12231758	12724682	492925	61.803	66.735	4.2917	4.5159	1.6446	1.0959	0.9197	0.5104	3	0.842	0.3004	0.1472	0.6761	TRUE	2.6186
10_24	15	12408136	12901060	15	12724683	13217607	492925	65.321	68.644	2.7438	2.3066	0.3194	0.7007	0.4698	0.0991	3	0.4232	0.3035	0.2542	0.892	FALSE	1.3162
10_25	15	12901061	13393985	15	13217608	13710532	492925	64.508	69.009	0.6117	2.4973	0.3318	0.1562	0.5086	0.103	3	0.2559	0.2204	0.1978	0.7414	TRUE	0.7958
10_26	15	13393986	13886910	15	13710533	14203457	492925	64.718	71.106	0.2972	0.742	0.8069	0.0759	0.1511	0.2504	3	0.1591	0.0875	0.0572	0.1782	TRUE	0.4948
10_27	15	13886911	14379835	15	14203458	14696382	492925	64.801		0.1531		0.5372	0.0391		0.1667	2	0.1029	0.0902	0.0585	0.517	TRUE	0.32
45_1	15	14380836	14833094	15	16306415	16758673	452259	67.432	80.367	1.0948	5.1033	0.3725	0.2796	1.0394	0.1156	3	0.4782	0.4929	0.2884	0.9023	FALSE	1.4872
45_2	15	14833095	15285353	15	15854156	16306414	452259	66.849	77.507	2.597	7.4858	0.1591	0.6632	1.5246	0.0494	3	0.7457	0.7411	0.361	0.9138	FALSE	2.3191
45_3	15	15285354	15737612	15	15401897	15854155	452259	65.083	73.596	2.095	7.991	0	0.535	1.6275	0	3	0.7208	0.8295	0.3849	0.9713	FALSE	2.2417
45_4	15	15737613	16189872	15	14949637	15401896	452260	64.954	70.279	0.2075	1.4901		0.053	0.3035		2	0.1782	0.1771	0.1798	0.7989	FALSE	0.5542
26_1	16	1	480127	16	1	480127	480127	0	0	1.2393	2.7389	0	0.3165	0.5578	0	3	0.2914	0.2797	0.2553	0.8908	FALSE	0.9063
26_2	16	480128	960254	16	480128	960254	480127	0.595	1.315	1.3548	2.039	1.0116	0.346	0.4153	0.3139	3	0.3584	0.0518	0.0698	0.1534	TRUE	1.1146
26_3	16	960255	1440381	16	960255	1440381	480127	1.301	1.958	3.4189	3.2877	1.8482	0.873	0.6696	0.5736	3	0.7054	0.1529	0.0923	0.3851	TRUE	2.1938
26_4	16	1440382	1920508	16	1440382	1920508	480127	3.878	4.472	4.4853	4.126	2.1684	1.1454	0.8403	0.6729	3	0.8862	0.2396	0.085	0.4091	TRUE	2.7561
26_5	16	1920509	2400635	16	1920509	2400635	480127	5.608	5.92	6.5535	5.2663	2.4414	1.6735	1.0726	0.7576	3	1.1679	0.4653	0.1068	0.7299	TRUE	3.6322
26_6	16	2400636	2880762	16	2400636	2880762	480127	10.171	9.529	9.7735	10.6545	3.1196	2.4958	2.17	0.9681	3	1.878	0.8046	0.1179	0.9253	FALSE	5.8406
26_7	16	2880763	3360890	16	2880763	3360890	480128	14.993	16.151	6.667	11.5188	4.1564	1.7025	2.346	1.2899	3	1.7795	0.5322	0.0658	0.592	TRUE	5.5342
26_8	16	3360891	3841018	16	3360891	3841018	480128	16.573	20.59	3.4678	6.4337	3.2139	0.8855	1.3103	0.9974	3	1.0644	0.2202	0.0431	0.1193	TRUE	3.3103
26_9	16	3841019	4321146	16	3841019	4321146	480128	18.323	22.329	3.5043	3.9573	2.0918	0.8949	0.806	0.6492	3	0.7834	0.1244	0.0676	0.267	TRUE	2.4364
26_10	16	4321147	4801274	16	4321147	4801274	480128	19.938	24.39	2.5556	3.019	1.2142	0.6526	0.6149	0.3768	3	0.5481	0.1495	0.1212	0.3621	TRUE	1.7046
26_11	16	4801275	5281402	16	4801275	5281402	480128	20.777	25.228	1.976	2.5738	1.5392	0.5046	0.5242	0.4777	3	0.5022	0.0233	0.0436	0.0632	TRUE	1.5618
14_1	16	5282403	5777235	16	5282403	5777235	494833	21.852	26.883	1.557	3.5797	1.2259	0.3976	0.7291	0.3804	3	0.5024	0.1965	0.1378	0.477	TRUE	1.5625
14_2	16	5777236	6272068	16	5777236	6272068	494833	22.308	28.748	1.161	2.6453	1.1	0.2965	0.5388	0.3414	3	0.3922	0.1289	0.1041	0.358	TRUE	1.2197
14_3	16	6272069	6766901	16	6272069	6766901	494833	23.001	29.501	2.2149	2.0431	2.1397	0.5656	0.4161	0.664	3	0.5486	0.1248	0.0578	0.1322	TRUE	1.7061
14_4	16	6766902	7261735	16	6766902	7261735	494834	24.5	30.77	1.8238	2.1462	1.8864	0.4657	0.4371	0.5854	3	0.4961	0.0787	0.0242	0.0172	TRUE	1.5429
14_5	16	7261736	7756569	16	7261736	7756569	494834	24.806	31.625	1.2661	1.448	1.8539	0.3233	0.2949	0.5753	3	0.3978	0.1543	0.0761	0.1875	TRUE	1.2372
14_6	16	7756570	8251403	16	7756570	8251403	494834	25.753	32.203	1.2833	1.2479	1.1484	0.3277	0.2542	0.3564	3	0.3128	0.0527	0.0366	0.0862	TRUE	0.9728
14_7	16	8251404	8746237	16	8251404	8746237	494834	26.076	32.86	1.06	1.3621	0.8539	0.2707	0.2774	0.265	3	0.271	0.0062	0.0423	0.0977	TRUE	0.8428
14_8	16	8746238	9241071	16	8746238	9241071	494834	26.802	33.551	1.547	1.4884	1.9878	0.395	0.3031	0.6169	3	0.4383	0.1613	0.0875	0.2586	TRUE	1.3631
14_9	16	9241072	9735905	16	9241072	9735905	494834	27.607	34.333	1.2822	1.1943	1.5517	0.3274	0.2432	0.4816	3	0.3507	0.1209	0.0726	0.1761	TRUE	1.0907
14_10	16	9735906	10230739	16	9735906	10230739	494834	28.071	34.733	0.8366	0.679	0.6786	0.2136	0.1383	0.2106	3	0.1875	0.0426	0.0653	0.2241	TRUE	0.5831
14_11	16	10230740	10725573	16	10230740	10725573	494834	28.435	35.005	1.2125	0.2779	3.0274	0.3096	0.0566	0.9395	3	0.4352	0.4547	0.3036	0.9253	FALSE	1.3535
14_12	16	10725574	11220407	16	10725574	11220407	494834	29.271	35.008	1.5864	0.4547	1.8838	0.4051	0.0926	0.5846	3	0.3608	0.249	0.2126	0.8125	FALSE	1.1221
14_13	16	11220408	11715241	16	11220408	11715241	494834	30.005	35.455	1.5106	0.8336	2.062	0.3857	0.1698	0.6399	3	0.3985	0.2353	0.1766	0.6989	TRUE	1.2393
14_14	16	11715242	12210075	16	11715242	12210075	494834	30.766	35.833	0.5951	1.0337	1.2082	0.152	0.2105	0.3749	3	0.2458	0.1156	0.0731	0.2126	TRUE	0.7644
14_15	16	12210076	12704909	16	12210076	12704909	494834	30.594	36.478	0.1536	0.967	0.4597	0.0392	0.1969	0.1427	3	0.1263	0.0801	0.0782	0.6875	TRUE	0.3928
14_16	16	12704910	13199743	16	12704910	13199743	494834	30.614	36.79	1.7723	1.3045	3.0902	0.4526	0.2657	0.959	3	0.5591	0.3587	0.1779	0.7644	FALSE	1.7388
14_17	16	13199744	13694577	16	13199744	13694577	494834		37.769		2.5665	2.5049		0.5227	0.7774	2	0.65	0.1801	0.0586	0.2126	TRUE	2.0215
14_18	16	13694578	14189411	16	13694578	14189411	494834	33.225	39.33	2.9249	2.9495	2.2782	0.7469	0.6007	0.707	3	0.6849	0.0756	0.0263	0.0287	TRUE	2.13
14_19	16	14189412	14684245	16	14189412	14684245	494834	34.956	40.688	3.3028	3.389	4.3678	0.8434	0.6902	1.3555	3	0.963	0.3484	0.0725	0.3125	TRUE	2.9949
14_20	16	14684246	15179079	16	14684246	15179079	494834		42.684		6.1394	4.2594		1.2504	1.3218	2	1.2861	0.0505	0.0112	0.0057	TRUE	3.9998
14_21	16	15179080	15673913	16	15179080	15673913	494834	38.128	46.764	8.5334	8.707	6.2541	2.1791	1.7733	1.9408	3	1.9644	0.2039	0.0244	0.1437	TRUE	6.1093
14_22	16	15673914	16168747	16	15673914	16168747	494834		51.301		12.1297	8.5899		2.4704	2.6657	2	2.5681	0.1381	0.0228	0.1322	TRUE	7.9868
44_1	16	16169748	16656257	16	17629279	18115788	486510	59.411	78.259	3.7195	7.013	4.9697	0.9498	1.4283	1.5422	3	1.3068	0.3143	0.0555	0.3736	TRUE	4.0641
44_2	16	16656258	17142767	16	17142769	17629278	486510	59.399	78.264	3.5354	6.003	7.5297	0.9028	1.2226	2.3367	3	1.4874	0.7527	0.1149	0.7644	FALSE	4.6258
44_3	16	17142768	17629277	16	16656259	17142768	486510	55.971	72.418	10.8552	20.0756	13.0059	2.772	4.0887	4.0361	3	3.6323	0.7455	0.0507	0.7784	FALSE	11.2965
44_4	16	17629278	18115788	16	16169748	16656258	486511		58.73		21.588	10.7969		4.3968	3.3506	2	3.8737	0.7398	0.0279	0.3409	TRUE	12.0472
109_1	17	1	204806	17	749542	954347	204806	2	2.963	6.4001	6.795	0	1.6343	1.3839	0	3	1.0061	0.8802	0.4312	0.9489	FALSE	3.129
109_2	17	204807	409613	17	544735	749541	204807	0.629	1.764	3.7285	6.6713	0.3606	0.9521	1.3587	0.1119	3	0.8076	0.6358	0.3449	0.9034	FALSE	2.5116
136_1	17	410614	526061	17	1070797	1186244	115448	3.536	5.035	4.582	6.3344	0.8372	1.1701	1.2901	0.2598	3	0.9067	0.5634	0.2811	0.8352	FALSE	2.8198
136_2	17	526062	641510	17	955348	1070796	115449	2.971		5.5536		3.283	1.4182		1.0188	2	1.2185	0.2824	0.0609	0.431	TRUE	3.7895
191_2	17	704194	765877	17	1248928	1310611	61684	4.193	5.673	6.586	15.6364	4.2608	1.6818	3.1846	1.3223	3	2.0629	0.9879	0.1006	0.8448	FALSE	6.4156
174_1	17	766878	851045	17	1311612	1395779	84168	5.019		8.8745		4.3839	2.2662		1.3604	2	1.8133	0.6405	0.0824	0.7874	FALSE	5.6394
174_2	17	851046	935213	17	1395780	1479947	84168	5.596	9.872	7.9694	13.4941	6.4588	2.0351	2.7483	2.0043	3	2.2626	0.4209	0.0343	0.2586	TRUE	7.0367
25_2	17	1395542	1854869	17	1940276	2399603	459328	11.524	17.685	8.1752	11.1264	4.8998	2.0876	2.2661	1.5206	3	1.9581	0.3893	0.0407	0.3621	TRUE	6.0897
25_3	17	1854870	2314197	17	2399604	2858931	459328	15.336	23.128	12.6261	19.3881	14.1835	3.2242	3.9487	4.4016	3	3.8582	0.5939	0.0321	0.4489	TRUE	11.999
25_4	17	2314198	2773525	17	2858932	3318259	459328	23.123	35.496	11.8728	17.8946	12.6143	3.0318	3.6445	3.9146	3	3.5303	0.4523	0.033	0.5057	TRUE	10.9792
25_5	17	2773526	3232854	17	3318260	3777588	459329	26.243	39.567	5.692	8.6049	7.9432	1.4535	1.7525	2.465	3	1.8903	0.5196	0.067	0.6322	TRUE	5.8788
25_6	17	3232855	3692183	17	3777589	4236917	459329	28.352	43.401	3.6662	7.8408	5.6951	0.9362	1.5969	1.7674	3	1.4335	0.439	0.076	0.546	TRUE	4.4582
25_7	17	3692184	4151512	17	4236918	4696246	459329	29.611	46.77	3.1611	5.6267	6.9044	0.8072	1.146	2.1427	3	1.3653	0.6942	0.1199	0.8103	FALSE	4.2461
25_8	17	4151513	4610841	17	4696247	5155575	459329	31.256	48.57	3.3854	3.2079	1.542	0.8645	0.6533	0.4785	3	0.6654	0.1933	0.1183	0.6034	TRUE	2.0694
25_9	17	4610842	5070170	17	5155576	5614904	459329	32.721	49.717	2.5635	3.0577	2.1587	0.6546	0.6228	0.6699	3	0.6491	0.024	0.0124	0.0172	TRUE	2.0187
25_10	17	5070171	5529499	17	5614905	6074233	459329	33.611	51.379	0.5421	2.3088	2.4531	0.1384	0.4702	0.7613	3	0.4566	0.3117	0.1956	0.7299	TRUE	1.42
25_11	17	5529500	5988828	17	6074234	6533562	459329	33.219	51.838	0.147	1.5348	1.8467	0.0375	0.3126	0.5731	3	0.3077	0.2678	0.2099	0.7874	FALSE	0.9569
25_12	17	5988829	6448157	17	6533563	6992891	459329	33.476	52.789	0.1952	0.9338	1.294	0.0498	0.1902	0.4016	3	0.2139	0.1771	0.1458	0.6954	TRUE	0.6652
18_1	17	6449158	6928803	17	12100153	12579798	479646	34.268	53.641	0.0168	0.2725	1.294	0.0043	0.0555	0.4016	3	0.1538	0.2161	0.2002	0.8563	FALSE	0.4783
18_2	17	6928804	7408449	17	12579799	13059444	479646	34.299	53.957	0.0177	0.1783	0.3509	0.0045	0.0363	0.1089	3	0.0499	0.0535	0.0531	0.4716	TRUE	0.1552
18_3	17	7408450	7888095	17	13059445	13539090	479646	34.251	53.812	0.0521	0.441	0.2418	0.0133	0.0898	0.075	3	0.0594	0.0406	0.0379	0.2557	TRUE	0.1847
18_4	17	7888096	8367741	17	13539091	14018736	479646	34.249	54.38	0.0125	0.4628	1.0315	0.0032	0.0943	0.3201	3	0.1392	0.1632	0.1474	0.9148	FALSE	0.4329
18_5	17	8367742	8847387	17	14018737	14498382	479646	34.263	54.256	0.6838	0.5181	1.8235	0.1746	0.1055	0.5659	3	0.282	0.2483	0.1789	0.6954	TRUE	0.877
18_6	17	8847388	9327033	17	14498383	14978028	479646	34.905	54.877	1.8983	1.8837	1.8086	0.4847	0.3836	0.5613	3	0.4765	0.0891	0.0276	0.0287	TRUE	1.4819
18_7	17	9327034	9806679	17	14978029	15457674	479646	36.084	56.063	1.9754	2.4727	3.6586	0.5044	0.5036	1.1354	3	0.7145	0.3645	0.1315	0.6839	TRUE	2.2221
18_8	17	9806680	10286325	17	15457675	15937320	479646	36.8	57.249	2.2829	3.4588	4.9108	0.583	0.7044	1.524	3	0.9371	0.5119	0.1344	0.6648	TRUE	2.9144
18_9	17	10286326	10765971	17	15937321	16416966	479646	38.274	59.381	5.7866	5.6083	6.1418	1.4777	1.1422	1.906	3	1.5086	0.3828	0.0635	0.4655	TRUE	4.6917
18_10	17	10765972	11245617	17	16416967	16896612	479646	42.351	62.629	8.3457	8.8169	9.9182	2.1312	1.7957	3.0779	3	2.3349	0.6649	0.0609	0.569	TRUE	7.2615
18_11	17	11245618	11725263	17	16896613	17376258	479646	46.28	67.839	12.6124	10.4806	7.3977	3.2207	2.1346	2.2957	3	2.5503	0.5861	0.0404	0.3333	TRUE	7.9314
18_12	17	11725264	12204909	17	17376259	17855904	479646	54.45	72.683	13.7622	19.8323	8.7889	3.5143	4.0392	2.7275	3	3.427	0.6602	0.0306	0.4034	TRUE	10.658
18_13	17	12204910	12684555	17	17855905	18335550	479646	59.482	86.864	10.6537	23.7363	12.0382	2.7205	4.8343	3.7358	3	3.7635	1.0572	0.0573	0.8125	FALSE	11.7045
18_14	17	12684556	13164201	17	18335551	18815196	479646	64.67	95.453	7.026	12.3289	3.9768	1.7942	2.511	1.2341	3	1.8464	0.6401	0.0809	0.7644	FALSE	5.7423
18_15	17	13164202	13643847	17	18815197	19294842	479646	66.222	98.691	2.7531	5.9012	5.5984	0.703	1.2019	1.7374	3	1.2141	0.5173	0.1138	0.7529	FALSE	3.7759
18_16	17	13643848	14123494	17	19294843	19774489	479647	67.311	101.114	3.0491	3.2826	2.808	0.7786	0.6686	0.8714	3	0.7729	0.1015	0.0192	0.0398	TRUE	2.4037
