region_uid	tag	cell	rep	env	method	size_floor	region_id	Chr	from	to	n_markers	n_units	TP	member_markers	member_units	linked_qtn
bgs_V0.5_c1_rep1_env5_lfmm_snp_region_r1	bgs	V0.5_c1	1	5	lfmm_snp_region	2	1	Chr1	1919	309271	69	1	TRUE	Chr1:1919;Chr1:8269;Chr1:19184;Chr1:24100;Chr1:31439;Chr1:32639;Chr1:34121;Chr1:37755;Chr1:39275;Chr1:40745;Chr1:42380;Chr1:43625;Chr1:49281;Chr1:55053;Chr1:62006;Chr1:63537;Chr1:69063;Chr1:76161;Chr1:77256;Chr1:96184;Chr1:98217;Chr1:99623;Chr1:100256;Chr1:107840;Chr1:111350;Chr1:122587;Chr1:126132;Chr1:126694;Chr1:127505;Chr1:128881;Chr1:135056;Chr1:141309;Chr1:156436;Chr1:160049;Chr1:161563;Chr1:162852;Chr1:179572;Chr1:181287;Chr1:181979;Chr1:185367;Chr1:189546;Chr1:191228;Chr1:193784;Chr1:193942;Chr1:196411;Chr1:196541;Chr1:204775;Chr1:204852;Chr1:209931;Chr1:212259;Chr1:220001;Chr1:220736;Chr1:224171;Chr1:230249;Chr1:233810;Chr1:234347;Chr1:235173;Chr1:239734;Chr1:244273;Chr1:250718;Chr1:258860;Chr1:262888;Chr1:263932;Chr1:272957;Chr1:273956;Chr1:283469;Chr1:285658;Chr1:293996;Chr1:309271	Chr1:1919	Chr1:126132
bgs_V0.5_c1_rep1_env5_lfmm_snp_region_r2	bgs	V0.5_c1	1	5	lfmm_snp_region	2	2	Chr1	433290	452288	2	1	FALSE	Chr1:433290;Chr1:452288	Chr1:433290	""
bgs_V0.5_c1_rep1_env5_lfmm_snp_region_r3	bgs	V0.5_c1	1	5	lfmm_snp_region	2	3	Chr2	11529587	11533783	2	1	FALSE	Chr2:11529587;Chr2:11533783	Chr2:11529587	""
bgs_V0.5_c1_rep1_env5_lfmm_snp_region_r4	bgs	V0.5_c1	1	5	lfmm_snp_region	2	4	Chr2	25770034	25770034	1	1	FALSE	Chr2:25770034	Chr2:25770034	""
bgs_V0.5_c1_rep1_env5_lfmm_simes_region_r1	bgs	V0.5_c1	1	5	lfmm_simes_region	2	1	Chr1	1919	309271	69	1	TRUE	Chr1:1919;Chr1:8269;Chr1:19184;Chr1:24100;Chr1:31439;Chr1:32639;Chr1:34121;Chr1:37755;Chr1:39275;Chr1:40745;Chr1:42380;Chr1:43625;Chr1:49281;Chr1:55053;Chr1:62006;Chr1:63537;Chr1:69063;Chr1:76161;Chr1:77256;Chr1:96184;Chr1:98217;Chr1:99623;Chr1:100256;Chr1:107840;Chr1:111350;Chr1:122587;Chr1:126132;Chr1:126694;Chr1:127505;Chr1:128881;Chr1:135056;Chr1:141309;Chr1:156436;Chr1:160049;Chr1:161563;Chr1:162852;Chr1:179572;Chr1:181287;Chr1:181979;Chr1:185367;Chr1:189546;Chr1:191228;Chr1:193784;Chr1:193942;Chr1:196411;Chr1:196541;Chr1:204775;Chr1:204852;Chr1:209931;Chr1:212259;Chr1:220001;Chr1:220736;Chr1:224171;Chr1:230249;Chr1:233810;Chr1:234347;Chr1:235173;Chr1:239734;Chr1:244273;Chr1:250718;Chr1:258860;Chr1:262888;Chr1:263932;Chr1:272957;Chr1:273956;Chr1:283469;Chr1:285658;Chr1:293996;Chr1:309271	Chr1:1919	Chr1:126132
bgs_V0.5_c1_rep1_env6_emmax_snp_region_r1	bgs	V0.5_c1	1	6	emmax_snp_region	2	1	Chr1	4169485	4169485	1	1	TRUE	Chr1:4169485	Chr1:4169485	Chr1:4177227
bgs_V0.5_c1_rep1_env6_emmax_snp_region_r2	bgs	V0.5_c1	1	6	emmax_snp_region	2	2	Chr1	4177227	4177227	1	1	TRUE	Chr1:4177227	Chr1:4177227	Chr1:4177227
bgs_V0.5_c1_rep1_env6_emmax_snp_region_r3	bgs	V0.5_c1	1	6	emmax_snp_region	2	3	Chr1	20633147	20633147	1	1	FALSE	Chr1:20633147	Chr1:20633147	""
bgs_V0.5_c1_rep1_env6_lfmm_snp_region_r1	bgs	V0.5_c1	1	6	lfmm_snp_region	2	1	Chr1	4169485	4169485	1	1	TRUE	Chr1:4169485	Chr1:4169485	Chr1:4177227
bgs_V0.5_c1_rep1_env6_lfmm_snp_region_r2	bgs	V0.5_c1	1	6	lfmm_snp_region	2	2	Chr1	4177227	4177227	1	1	TRUE	Chr1:4177227	Chr1:4177227	Chr1:4177227
bgs_V0.5_c1_rep1_env7_emmax_snp_region_r2	bgs	V0.5_c1	1	7	emmax_snp_region	2	2	Chr1	4165820	4203452	6	2	TRUE	Chr1:4165820;Chr1:4171929;Chr1:4177227;Chr1:4183891;Chr1:4197933;Chr1:4203452	Chr1:4171929;Chr1:4197933	Chr1:4177227
bgs_V0.5_c1_rep1_env7_emmax_snp_region_r1	bgs	V0.5_c1	1	7	emmax_snp_region	2	1	Chr1	4214528	4226220	6	1	TRUE	Chr1:4214528;Chr1:4217784;Chr1:4220160;Chr1:4223311;Chr1:4225804;Chr1:4226220	Chr1:4220160	Chr1:4177227
bgs_V0.5_c1_rep1_env7_emmax_snp_region_r3	bgs	V0.5_c1	1	7	emmax_snp_region	2	3	Chr2	10671422	10802520	7	1	FALSE	Chr2:10671422;Chr2:10780453;Chr2:10788549;Chr2:10789270;Chr2:10792562;Chr2:10802141;Chr2:10802520	Chr2:10780453	""
bgs_V0.5_c1_rep1_env7_emmax_snp_region_r4	bgs	V0.5_c1	1	7	emmax_snp_region	2	4	Chr2	25731662	25731662	1	1	FALSE	Chr2:25731662	Chr2:25731662	""
bgs_V0.5_c1_rep1_env7_emmax_simes_region_r2	bgs	V0.5_c1	1	7	emmax_simes_region	2	2	Chr1	4165820	4203452	6	2	TRUE	Chr1:4165820;Chr1:4171929;Chr1:4177227;Chr1:4183891;Chr1:4197933;Chr1:4203452	Chr1:4171929;Chr1:4197933	Chr1:4177227
bgs_V0.5_c1_rep1_env7_emmax_simes_region_r1	bgs	V0.5_c1	1	7	emmax_simes_region	2	1	Chr1	4214528	4226220	6	1	TRUE	Chr1:4214528;Chr1:4217784;Chr1:4220160;Chr1:4223311;Chr1:4225804;Chr1:4226220	Chr1:4220160	Chr1:4177227
bgs_V0.5_c1_rep1_env7_emmax_simes_region_r3	bgs	V0.5_c1	1	7	emmax_simes_region	2	3	Chr2	10671422	10802520	7	1	FALSE	Chr2:10671422;Chr2:10780453;Chr2:10788549;Chr2:10789270;Chr2:10792562;Chr2:10802141;Chr2:10802520	Chr2:10780453	""
bgs_V0.5_c1_rep1_env7_emmax_consensus_region_r1	bgs	V0.5_c1	1	7	emmax_consensus_region	2	1	Chr1	4165820	4203452	6	2	TRUE	Chr1:4165820;Chr1:4171929;Chr1:4177227;Chr1:4183891;Chr1:4197933;Chr1:4203452	Chr1:4171929;Chr1:4197933	Chr1:4177227
bgs_V0.5_c1_rep1_env7_lfmm_snp_region_r4	bgs	V0.5_c1	1	7	lfmm_snp_region	2	4	Chr1	4138258	4147466	4	1	TRUE	Chr1:4138258;Chr1:4138413;Chr1:4146784;Chr1:4147466	Chr1:4138258	Chr1:4177227
bgs_V0.5_c1_rep1_env7_lfmm_snp_region_r2	bgs	V0.5_c1	1	7	lfmm_snp_region	2	2	Chr1	4165820	4203452	6	2	TRUE	Chr1:4165820;Chr1:4171929;Chr1:4177227;Chr1:4183891;Chr1:4197933;Chr1:4203452	Chr1:4171929;Chr1:4197933	Chr1:4177227
bgs_V0.5_c1_rep1_env7_lfmm_snp_region_r3	bgs	V0.5_c1	1	7	lfmm_snp_region	2	3	Chr1	4198832	4199840	2	1	TRUE	Chr1:4198832;Chr1:4199840	Chr1:4198832	Chr1:4177227
bgs_V0.5_c1_rep1_env7_lfmm_snp_region_r1	bgs	V0.5_c1	1	7	lfmm_snp_region	2	1	Chr1	4214528	4226220	6	1	TRUE	Chr1:4214528;Chr1:4217784;Chr1:4220160;Chr1:4223311;Chr1:4225804;Chr1:4226220	Chr1:4220160	Chr1:4177227
bgs_V0.5_c1_rep1_env7_lfmm_snp_region_r5	bgs	V0.5_c1	1	7	lfmm_snp_region	2	5	Chr1	4316778	4323134	3	1	FALSE	Chr1:4316778;Chr1:4322742;Chr1:4323134	Chr1:4322742	""
bgs_V0.5_c1_rep1_env7_lfmm_snp_region_r6	bgs	V0.5_c1	1	7	lfmm_snp_region	2	6	Chr2	10671422	10802520	7	1	FALSE	Chr2:10671422;Chr2:10780453;Chr2:10788549;Chr2:10789270;Chr2:10792562;Chr2:10802141;Chr2:10802520	Chr2:10780453	""
bgs_V0.5_c1_rep1_env7_lfmm_simes_region_r2	bgs	V0.5_c1	1	7	lfmm_simes_region	2	2	Chr1	4165820	4203452	6	2	TRUE	Chr1:4165820;Chr1:4171929;Chr1:4177227;Chr1:4183891;Chr1:4197933;Chr1:4203452	Chr1:4171929;Chr1:4197933	Chr1:4177227
bgs_V0.5_c1_rep1_env7_lfmm_simes_region_r3	bgs	V0.5_c1	1	7	lfmm_simes_region	2	3	Chr1	4198832	4199840	2	1	TRUE	Chr1:4198832;Chr1:4199840	Chr1:4198832	Chr1:4177227
bgs_V0.5_c1_rep1_env7_lfmm_simes_region_r1	bgs	V0.5_c1	1	7	lfmm_simes_region	2	1	Chr1	4214528	4226220	6	1	TRUE	Chr1:4214528;Chr1:4217784;Chr1:4220160;Chr1:4223311;Chr1:4225804;Chr1:4226220	Chr1:4220160	Chr1:4177227
bgs_V0.5_c1_rep1_env7_lfmm_simes_region_r4	bgs	V0.5_c1	1	7	lfmm_simes_region	2	4	Chr2	10671422	10802520	7	1	FALSE	Chr2:10671422;Chr2:10780453;Chr2:10788549;Chr2:10789270;Chr2:10792562;Chr2:10802141;Chr2:10802520	Chr2:10780453	""
bgs_V0.5_c1_rep1_env8_emmax_snp_region_r1	bgs	V0.5_c1	1	8	emmax_snp_region	2	1	Chr1	13479397	13590424	21	1	TRUE	Chr1:13479397;Chr1:13488250;Chr1:13500735;Chr1:13511529;Chr1:13512176;Chr1:13523441;Chr1:13526246;Chr1:13529374;Chr1:13531859;Chr1:13533986;Chr1:13534756;Chr1:13537120;Chr1:13538741;Chr1:13542557;Chr1:13550282;Chr1:13551131;Chr1:13553765;Chr1:13564041;Chr1:13583030;Chr1:13584748;Chr1:13590424	Chr1:13537120	Chr1:13542557
bgs_V0.5_c1_rep1_env8_lfmm_snp_region_r1	bgs	V0.5_c1	1	8	lfmm_snp_region	2	1	Chr1	13435765	13603106	30	3	TRUE	Chr1:13435765;Chr1:13436440;Chr1:13442951;Chr1:13443948;Chr1:13462291;Chr1:13506496;Chr1:13479397;Chr1:13488250;Chr1:13500735;Chr1:13511529;Chr1:13512176;Chr1:13523441;Chr1:13526246;Chr1:13529374;Chr1:13531859;Chr1:13533986;Chr1:13534756;Chr1:13537120;Chr1:13538741;Chr1:13542557;Chr1:13550282;Chr1:13551131;Chr1:13553765;Chr1:13564041;Chr1:13583030;Chr1:13584748;Chr1:13590424;Chr1:13601799;Chr1:13602066;Chr1:13603106	Chr1:13442951;Chr1:13537120;Chr1:13603106	Chr1:13542557
bgs_V0.5_c1_rep1_env8_lfmm_snp_region_r2	bgs	V0.5_c1	1	8	lfmm_snp_region	2	2	Chr2	24660049	24661689	2	1	FALSE	Chr2:24660049;Chr2:24661689	Chr2:24660049	""
bgs_V0.5_c1_rep1_env8_lfmm_simes_region_r1	bgs	V0.5_c1	1	8	lfmm_simes_region	2	1	Chr1	13479397	13590424	21	1	TRUE	Chr1:13479397;Chr1:13488250;Chr1:13500735;Chr1:13511529;Chr1:13512176;Chr1:13523441;Chr1:13526246;Chr1:13529374;Chr1:13531859;Chr1:13533986;Chr1:13534756;Chr1:13537120;Chr1:13538741;Chr1:13542557;Chr1:13550282;Chr1:13551131;Chr1:13553765;Chr1:13564041;Chr1:13583030;Chr1:13584748;Chr1:13590424	Chr1:13537120	Chr1:13542557
bgs_V0.5_c1_rep1_env9_emmax_snp_region_r1	bgs	V0.5_c1	1	9	emmax_snp_region	2	1	Chr1	25726352	25814628	13	1	TRUE	Chr1:25726352;Chr1:25750295;Chr1:25760030;Chr1:25765928;Chr1:25773713;Chr1:25776301;Chr1:25777210;Chr1:25784237;Chr1:25790983;Chr1:25791220;Chr1:25793911;Chr1:25804014;Chr1:25814628	Chr1:25773713	Chr1:25814628
bgs_V0.5_c1_rep1_env9_emmax_simes_region_r1	bgs	V0.5_c1	1	9	emmax_simes_region	2	1	Chr1	25563392	25574238	4	1	FALSE	Chr1:25563392;Chr1:25564390;Chr1:25564457;Chr1:25574238	Chr1:25564390	""
bgs_V0.5_c1_rep1_env9_emmax_simes_region_r2	bgs	V0.5_c1	1	9	emmax_simes_region	2	2	Chr1	25726352	25814628	13	1	TRUE	Chr1:25726352;Chr1:25750295;Chr1:25760030;Chr1:25765928;Chr1:25773713;Chr1:25776301;Chr1:25777210;Chr1:25784237;Chr1:25790983;Chr1:25791220;Chr1:25793911;Chr1:25804014;Chr1:25814628	Chr1:25773713	Chr1:25814628
bgs_V0.5_c1_rep1_env9_emmax_simes_region_r3	bgs	V0.5_c1	1	9	emmax_simes_region	2	3	Chr1	26817995	26880087	2	1	FALSE	Chr1:26817995;Chr1:26880087	Chr1:26817995	""
bgs_V0.5_c1_rep1_env9_lfmm_snp_region_r1	bgs	V0.5_c1	1	9	lfmm_snp_region	2	1	Chr1	18597670	18620820	3	1	FALSE	Chr1:18597670;Chr1:18613470;Chr1:18620820	Chr1:18620820	""
bgs_V0.5_c1_rep1_env9_lfmm_snp_region_r2	bgs	V0.5_c1	1	9	lfmm_snp_region	2	2	Chr1	25563392	25574238	4	1	FALSE	Chr1:25563392;Chr1:25564390;Chr1:25564457;Chr1:25574238	Chr1:25564390	""
bgs_V0.5_c1_rep1_env9_lfmm_snp_region_r3	bgs	V0.5_c1	1	9	lfmm_snp_region	2	3	Chr1	25713454	25722341	4	1	TRUE	Chr1:25713454;Chr1:25717396;Chr1:25717702;Chr1:25722341	Chr1:25717396	Chr1:25814628
bgs_V0.5_c1_rep1_env9_lfmm_snp_region_r4	bgs	V0.5_c1	1	9	lfmm_snp_region	2	4	Chr1	25726352	25814628	13	1	TRUE	Chr1:25726352;Chr1:25750295;Chr1:25760030;Chr1:25765928;Chr1:25773713;Chr1:25776301;Chr1:25777210;Chr1:25784237;Chr1:25790983;Chr1:25791220;Chr1:25793911;Chr1:25804014;Chr1:25814628	Chr1:25773713	Chr1:25814628
bgs_V0.5_c1_rep1_env9_lfmm_simes_region_r1	bgs	V0.5_c1	1	9	lfmm_simes_region	2	1	Chr1	18597670	18620820	3	1	FALSE	Chr1:18597670;Chr1:18613470;Chr1:18620820	Chr1:18620820	""
bgs_V0.5_c1_rep1_env9_lfmm_simes_region_r2	bgs	V0.5_c1	1	9	lfmm_simes_region	2	2	Chr1	25563392	25574238	4	1	FALSE	Chr1:25563392;Chr1:25564390;Chr1:25564457;Chr1:25574238	Chr1:25564390	""
bgs_V0.5_c1_rep1_env9_lfmm_simes_region_r3	bgs	V0.5_c1	1	9	lfmm_simes_region	2	3	Chr1	25713454	25722341	4	1	TRUE	Chr1:25713454;Chr1:25717396;Chr1:25717702;Chr1:25722341	Chr1:25717396	Chr1:25814628
bgs_V0.5_c1_rep1_env9_lfmm_simes_region_r4	bgs	V0.5_c1	1	9	lfmm_simes_region	2	4	Chr1	25726352	25814628	13	1	TRUE	Chr1:25726352;Chr1:25750295;Chr1:25760030;Chr1:25765928;Chr1:25773713;Chr1:25776301;Chr1:25777210;Chr1:25784237;Chr1:25790983;Chr1:25791220;Chr1:25793911;Chr1:25804014;Chr1:25814628	Chr1:25773713	Chr1:25814628
bgs_V0.5_c1_rep1_env10_emmax_snp_region_r1	bgs	V0.5_c1	1	10	emmax_snp_region	2	1	Chr1	17513467	17750933	13	3	TRUE	Chr1:17513467;Chr1:17529174;Chr1:17560264;Chr1:17585066;Chr1:17606630;Chr1:17607455;Chr1:17608559;Chr1:17674537;Chr1:17678470;Chr1:17713551;Chr1:17721637;Chr1:17734608;Chr1:17750933	Chr1:17560264;Chr1:17674537;Chr1:17734608	Chr1:17750933
bgs_V0.5_c1_rep1_env10_emmax_simes_region_r1	bgs	V0.5_c1	1	10	emmax_simes_region	2	1	Chr1	17513467	17750933	13	3	TRUE	Chr1:17513467;Chr1:17529174;Chr1:17560264;Chr1:17585066;Chr1:17606630;Chr1:17607455;Chr1:17608559;Chr1:17674537;Chr1:17678470;Chr1:17713551;Chr1:17721637;Chr1:17734608;Chr1:17750933	Chr1:17560264;Chr1:17674537;Chr1:17734608	Chr1:17750933
bgs_V0.5_c1_rep1_env10_emmax_consensus_region_r1	bgs	V0.5_c1	1	10	emmax_consensus_region	2	1	Chr1	17513467	17750933	13	3	TRUE	Chr1:17513467;Chr1:17529174;Chr1:17560264;Chr1:17585066;Chr1:17606630;Chr1:17607455;Chr1:17608559;Chr1:17674537;Chr1:17678470;Chr1:17713551;Chr1:17721637;Chr1:17734608;Chr1:17750933	Chr1:17560264;Chr1:17674537;Chr1:17734608	Chr1:17750933
bgs_V0.5_c1_rep1_env10_lfmm_snp_region_r1	bgs	V0.5_c1	1	10	lfmm_snp_region	2	1	Chr1	13572942	13590402	8	1	FALSE	Chr1:13572942;Chr1:13578331;Chr1:13580485;Chr1:13580760;Chr1:13583140;Chr1:13584262;Chr1:13586289;Chr1:13590402	Chr1:13572942	""
bgs_V0.5_c1_rep1_env10_lfmm_snp_region_r2	bgs	V0.5_c1	1	10	lfmm_snp_region	2	2	Chr1	17096071	17118710	4	1	FALSE	Chr1:17096071;Chr1:17098394;Chr1:17102019;Chr1:17118710	Chr1:17098394	""
bgs_V0.5_c1_rep1_env10_lfmm_snp_region_r4	bgs	V0.5_c1	1	10	lfmm_snp_region	2	4	Chr1	17513467	17750933	13	3	TRUE	Chr1:17513467;Chr1:17529174;Chr1:17560264;Chr1:17585066;Chr1:17606630;Chr1:17607455;Chr1:17608559;Chr1:17674537;Chr1:17678470;Chr1:17713551;Chr1:17721637;Chr1:17734608;Chr1:17750933	Chr1:17560264;Chr1:17674537;Chr1:17734608	Chr1:17750933
bgs_V0.5_c1_rep1_env10_lfmm_snp_region_r3	bgs	V0.5_c1	1	10	lfmm_snp_region	2	3	Chr1	17797840	17821087	3	1	TRUE	Chr1:17797840;Chr1:17803602;Chr1:17821087	Chr1:17803602	Chr1:17750933
bgs_V0.5_c1_rep1_env10_lfmm_simes_region_r1	bgs	V0.5_c1	1	10	lfmm_simes_region	2	1	Chr1	13572942	13590402	8	1	FALSE	Chr1:13572942;Chr1:13578331;Chr1:13580485;Chr1:13580760;Chr1:13583140;Chr1:13584262;Chr1:13586289;Chr1:13590402	Chr1:13572942	""
bgs_V0.5_c1_rep1_env10_lfmm_simes_region_r2	bgs	V0.5_c1	1	10	lfmm_simes_region	2	2	Chr1	17513467	17750933	13	3	TRUE	Chr1:17513467;Chr1:17529174;Chr1:17560264;Chr1:17585066;Chr1:17606630;Chr1:17607455;Chr1:17608559;Chr1:17674537;Chr1:17678470;Chr1:17713551;Chr1:17721637;Chr1:17734608;Chr1:17750933	Chr1:17560264;Chr1:17674537;Chr1:17734608	Chr1:17750933
bgs_V0.5_c1_rep2_env1_lfmm_snp_region_r1	bgs	V0.5_c1	2	1	lfmm_snp_region	2	1	Chr1	2560135	2591556	4	1	TRUE	Chr1:2560135;Chr1:2576889;Chr1:2577811;Chr1:2591556	Chr1:2576889	Chr1:2576889
bgs_V0.5_c1_rep2_env1_lfmm_simes_region_r1	bgs	V0.5_c1	2	1	lfmm_simes_region	2	1	Chr1	2560135	2591556	4	1	TRUE	Chr1:2560135;Chr1:2576889;Chr1:2577811;Chr1:2591556	Chr1:2576889	Chr1:2576889
bgs_V0.5_c1_rep2_env2_emmax_snp_region_r1	bgs	V0.5_c1	2	2	emmax_snp_region	2	1	Chr1	5685977	5685977	1	1	FALSE	Chr1:5685977	Chr1:5685977	""
bgs_V0.5_c1_rep2_env2_emmax_snp_region_r2	bgs	V0.5_c1	2	2	emmax_snp_region	2	2	Chr1	7649078	7693706	7	1	FALSE	Chr1:7649078;Chr1:7669069;Chr1:7674996;Chr1:7675089;Chr1:7679103;Chr1:7692859;Chr1:7693706	Chr1:7669069	""
bgs_V0.5_c1_rep2_env2_emmax_snp_region_r4	bgs	V0.5_c1	2	2	emmax_snp_region	2	4	Chr1	15542646	15773054	47	4	TRUE	Chr1:15542646;Chr1:15544271;Chr1:15545129;Chr1:15550702;Chr1:15553514;Chr1:15561896;Chr1:15571045;Chr1:15574208;Chr1:15574777;Chr1:15582685;Chr1:15588659;Chr1:15606104;Chr1:15619470;Chr1:15629307;Chr1:15635473;Chr1:15664456;Chr1:15664656;Chr1:15665944;Chr1:15668033;Chr1:15672499;Chr1:15621923;Chr1:15625989;Chr1:15637756;Chr1:15675701;Chr1:15678934;Chr1:15681287;Chr1:15687347;Chr1:15687668;Chr1:15688600;Chr1:15689119;Chr1:15691458;Chr1:15696578;Chr1:15700561;Chr1:15721713;Chr1:15724702;Chr1:15725230;Chr1:15728166;Chr1:15728505;Chr1:15730603;Chr1:15731539;Chr1:15766719;Chr1:15767621;Chr1:15773054;Chr1:15724979;Chr1:15734909;Chr1:15750531;Chr1:15753012	Chr1:15542646;Chr1:15664656;Chr1:15696578;Chr1:15724979	Chr1:15773054
bgs_V0.5_c1_rep2_env2_emmax_snp_region_r3	bgs	V0.5_c1	2	2	emmax_snp_region	2	3	Chr1	15740688	15756248	3	1	TRUE	Chr1:15740688;Chr1:15747335;Chr1:15756248	Chr1:15747335	Chr1:15773054
bgs_V0.5_c1_rep2_env2_emmax_snp_region_r5	bgs	V0.5_c1	2	2	emmax_snp_region	2	5	Chr1	20268321	20297971	5	2	TRUE	Chr1:20268321;Chr1:20270220;Chr1:20294655;Chr1:20296145;Chr1:20297971	Chr1:20268321;Chr1:20294655	Chr1:20297971
bgs_V0.5_c1_rep2_env2_emmax_simes_region_r1	bgs	V0.5_c1	2	2	emmax_simes_region	2	1	Chr1	15542646	15773054	47	4	TRUE	Chr1:15542646;Chr1:15544271;Chr1:15545129;Chr1:15550702;Chr1:15553514;Chr1:15561896;Chr1:15571045;Chr1:15574208;Chr1:15574777;Chr1:15582685;Chr1:15588659;Chr1:15606104;Chr1:15619470;Chr1:15629307;Chr1:15635473;Chr1:15664456;Chr1:15664656;Chr1:15665944;Chr1:15668033;Chr1:15672499;Chr1:15621923;Chr1:15625989;Chr1:15637756;Chr1:15675701;Chr1:15678934;Chr1:15681287;Chr1:15687347;Chr1:15687668;Chr1:15688600;Chr1:15689119;Chr1:15691458;Chr1:15696578;Chr1:15700561;Chr1:15721713;Chr1:15724702;Chr1:15725230;Chr1:15728166;Chr1:15728505;Chr1:15730603;Chr1:15731539;Chr1:15766719;Chr1:15767621;Chr1:15773054;Chr1:15724979;Chr1:15734909;Chr1:15750531;Chr1:15753012	Chr1:15542646;Chr1:15664656;Chr1:15696578;Chr1:15724979	Chr1:15773054
bgs_V0.5_c1_rep2_env2_emmax_simes_region_r2	bgs	V0.5_c1	2	2	emmax_simes_region	2	2	Chr1	20268321	20297971	5	2	TRUE	Chr1:20268321;Chr1:20270220;Chr1:20294655;Chr1:20296145;Chr1:20297971	Chr1:20268321;Chr1:20294655	Chr1:20297971
bgs_V0.5_c1_rep2_env2_emmax_consensus_region_r1	bgs	V0.5_c1	2	2	emmax_consensus_region	2	1	Chr1	5630954	5640650	2	1	FALSE	Chr1:5630954;Chr1:5640650	Chr1:5630954	""
bgs_V0.5_c1_rep2_env2_emmax_consensus_region_r2	bgs	V0.5_c1	2	2	emmax_consensus_region	2	2	Chr1	7649078	7693706	7	1	FALSE	Chr1:7649078;Chr1:7669069;Chr1:7674996;Chr1:7675089;Chr1:7679103;Chr1:7692859;Chr1:7693706	Chr1:7669069	""
bgs_V0.5_c1_rep2_env2_emmax_consensus_region_r4	bgs	V0.5_c1	2	2	emmax_consensus_region	2	4	Chr1	15542646	15773054	39	3	TRUE	Chr1:15542646;Chr1:15544271;Chr1:15545129;Chr1:15550702;Chr1:15553514;Chr1:15561896;Chr1:15571045;Chr1:15574208;Chr1:15574777;Chr1:15582685;Chr1:15588659;Chr1:15606104;Chr1:15621923;Chr1:15625989;Chr1:15637756;Chr1:15675701;Chr1:15678934;Chr1:15681287;Chr1:15687347;Chr1:15687668;Chr1:15688600;Chr1:15689119;Chr1:15691458;Chr1:15696578;Chr1:15700561;Chr1:15721713;Chr1:15724702;Chr1:15725230;Chr1:15728166;Chr1:15728505;Chr1:15730603;Chr1:15731539;Chr1:15766719;Chr1:15767621;Chr1:15773054;Chr1:15724979;Chr1:15734909;Chr1:15750531;Chr1:15753012	Chr1:15542646;Chr1:15696578;Chr1:15724979	Chr1:15773054
bgs_V0.5_c1_rep2_env2_emmax_consensus_region_r3	bgs	V0.5_c1	2	2	emmax_consensus_region	2	3	Chr1	15740688	15756248	3	1	TRUE	Chr1:15740688;Chr1:15747335;Chr1:15756248	Chr1:15747335	Chr1:15773054
bgs_V0.5_c1_rep2_env2_emmax_consensus_region_r5	bgs	V0.5_c1	2	2	emmax_consensus_region	2	5	Chr1	20268321	20297971	5	2	TRUE	Chr1:20268321;Chr1:20270220;Chr1:20294655;Chr1:20296145;Chr1:20297971	Chr1:20268321;Chr1:20294655	Chr1:20297971
bgs_V0.5_c1_rep2_env2_lfmm_snp_region_r1	bgs	V0.5_c1	2	2	lfmm_snp_region	2	1	Chr1	5630954	5640650	2	1	FALSE	Chr1:5630954;Chr1:5640650	Chr1:5630954	""
bgs_V0.5_c1_rep2_env2_lfmm_snp_region_r2	bgs	V0.5_c1	2	2	lfmm_snp_region	2	2	Chr1	15542646	15773054	47	4	TRUE	Chr1:15542646;Chr1:15544271;Chr1:15545129;Chr1:15550702;Chr1:15553514;Chr1:15561896;Chr1:15571045;Chr1:15574208;Chr1:15574777;Chr1:15582685;Chr1:15588659;Chr1:15606104;Chr1:15619470;Chr1:15629307;Chr1:15635473;Chr1:15664456;Chr1:15664656;Chr1:15665944;Chr1:15668033;Chr1:15672499;Chr1:15621923;Chr1:15625989;Chr1:15637756;Chr1:15675701;Chr1:15678934;Chr1:15681287;Chr1:15687347;Chr1:15687668;Chr1:15688600;Chr1:15689119;Chr1:15691458;Chr1:15696578;Chr1:15700561;Chr1:15721713;Chr1:15724702;Chr1:15725230;Chr1:15728166;Chr1:15728505;Chr1:15730603;Chr1:15731539;Chr1:15766719;Chr1:15767621;Chr1:15773054;Chr1:15724979;Chr1:15734909;Chr1:15750531;Chr1:15753012	Chr1:15542646;Chr1:15664656;Chr1:15696578;Chr1:15724979	Chr1:15773054
bgs_V0.5_c1_rep2_env2_lfmm_snp_region_r3	bgs	V0.5_c1	2	2	lfmm_snp_region	2	3	Chr1	20268321	20297971	6	3	TRUE	Chr1:20268321;Chr1:20270220;Chr1:20291267;Chr1:20294655;Chr1:20296145;Chr1:20297971	Chr1:20268321;Chr1:20291267;Chr1:20294655	Chr1:20297971
bgs_V0.5_c1_rep2_env2_lfmm_simes_region_r1	bgs	V0.5_c1	2	2	lfmm_simes_region	2	1	Chr1	5630954	5640650	2	1	FALSE	Chr1:5630954;Chr1:5640650	Chr1:5630954	""
