label,tau,lmin,detected,n_match,match_score,size,score,maxC,emp_p,q_R,sig,n_tested
A08_Chr5:2.48-2.50Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.18,20,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A02_Chr1:21.50-21.93Mb*inv,0.2,1,FALSE,0,0,,,,,,FALSE,23
A03_Chr3:13.03-13.03Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A04_Chr4:22.51-22.51Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A05_Chr4:25.67-25.99Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A06_Chr4:27.55-27.55Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A07_Chr4:12.81-12.81Mb*Eda,0.2,1,FALSE,0,0,,,,,,FALSE,23
A08_Chr5:2.48-2.50Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A09_Chr7:11.55-11.66Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A10_Chr12:15.55-15.55Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A11_Chr12:16.52-16.55Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A12_Chr17:6.55-6.77Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A13_Chr17:9.94-9.94Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A14_Chr18:5.61-5.61Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A15_Chr20:0.18-0.26Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A16_Chr20:3.67-3.67Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A17_Chr20:8.89-8.90Mb,0.2,1,FALSE,0,0,,,,,,FALSE,23
A01_Chr1:27.28-27.28Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A02_Chr1:21.50-21.93Mb*inv,0.2,2,FALSE,0,0,,,,,,FALSE,9
A03_Chr3:13.03-13.03Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A04_Chr4:22.51-22.51Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A05_Chr4:25.67-25.99Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A06_Chr4:27.55-27.55Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A07_Chr4:12.81-12.81Mb*Eda,0.2,2,FALSE,0,0,,,,,,FALSE,9
A08_Chr5:2.48-2.50Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A09_Chr7:11.55-11.66Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A10_Chr12:15.55-15.55Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A11_Chr12:16.52-16.55Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A12_Chr17:6.55-6.77Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A13_Chr17:9.94-9.94Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A14_Chr18:5.61-5.61Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A15_Chr20:0.18-0.26Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A16_Chr20:3.67-3.67Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A17_Chr20:8.89-8.90Mb,0.2,2,FALSE,0,0,,,,,,FALSE,9
A01_Chr1:27.28-27.28Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A02_Chr1:21.50-21.93Mb*inv,0.2,3,FALSE,0,0,,,,,,FALSE,4
A03_Chr3:13.03-13.03Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A04_Chr4:22.51-22.51Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A05_Chr4:25.67-25.99Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A06_Chr4:27.55-27.55Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A07_Chr4:12.81-12.81Mb*Eda,0.2,3,FALSE,0,0,,,,,,FALSE,4
A08_Chr5:2.48-2.50Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A09_Chr7:11.55-11.66Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A10_Chr12:15.55-15.55Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A11_Chr12:16.52-16.55Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A12_Chr17:6.55-6.77Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A13_Chr17:9.94-9.94Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A14_Chr18:5.61-5.61Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A15_Chr20:0.18-0.26Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A16_Chr20:3.67-3.67Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A17_Chr20:8.89-8.90Mb,0.2,3,FALSE,0,0,,,,,,FALSE,4
A01_Chr1:27.28-27.28Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A02_Chr1:21.50-21.93Mb*inv,0.2,5,FALSE,0,0,,,,,,FALSE,2
A03_Chr3:13.03-13.03Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A04_Chr4:22.51-22.51Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A05_Chr4:25.67-25.99Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A06_Chr4:27.55-27.55Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A07_Chr4:12.81-12.81Mb*Eda,0.2,5,FALSE,0,0,,,,,,FALSE,2
A08_Chr5:2.48-2.50Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A09_Chr7:11.55-11.66Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A10_Chr12:15.55-15.55Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A11_Chr12:16.52-16.55Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A12_Chr17:6.55-6.77Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A13_Chr17:9.94-9.94Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A14_Chr18:5.61-5.61Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A15_Chr20:0.18-0.26Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A16_Chr20:3.67-3.67Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A17_Chr20:8.89-8.90Mb,0.2,5,FALSE,0,0,,,,,,FALSE,2
A01_Chr1:27.28-27.28Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.2,10,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.2,10,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.2,10,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.2,15,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.2,15,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.2,15,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.2,20,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.2,20,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.2,20,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A02_Chr1:21.50-21.93Mb*inv,0.22,1,FALSE,0,0,,,,,,FALSE,23
A03_Chr3:13.03-13.03Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A04_Chr4:22.51-22.51Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A05_Chr4:25.67-25.99Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A06_Chr4:27.55-27.55Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A07_Chr4:12.81-12.81Mb*Eda,0.22,1,FALSE,0,0,,,,,,FALSE,23
A08_Chr5:2.48-2.50Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A09_Chr7:11.55-11.66Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A10_Chr12:15.55-15.55Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A11_Chr12:16.52-16.55Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A12_Chr17:6.55-6.77Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A13_Chr17:9.94-9.94Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A14_Chr18:5.61-5.61Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A15_Chr20:0.18-0.26Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A16_Chr20:3.67-3.67Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A17_Chr20:8.89-8.90Mb,0.22,1,FALSE,0,0,,,,,,FALSE,23
A01_Chr1:27.28-27.28Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A02_Chr1:21.50-21.93Mb*inv,0.22,2,FALSE,0,0,,,,,,FALSE,9
A03_Chr3:13.03-13.03Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A04_Chr4:22.51-22.51Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A05_Chr4:25.67-25.99Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A06_Chr4:27.55-27.55Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A07_Chr4:12.81-12.81Mb*Eda,0.22,2,FALSE,0,0,,,,,,FALSE,9
A08_Chr5:2.48-2.50Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A09_Chr7:11.55-11.66Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A10_Chr12:15.55-15.55Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A11_Chr12:16.52-16.55Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A12_Chr17:6.55-6.77Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A13_Chr17:9.94-9.94Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A14_Chr18:5.61-5.61Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A15_Chr20:0.18-0.26Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A16_Chr20:3.67-3.67Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A17_Chr20:8.89-8.90Mb,0.22,2,FALSE,0,0,,,,,,FALSE,9
A01_Chr1:27.28-27.28Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A02_Chr1:21.50-21.93Mb*inv,0.22,3,FALSE,0,0,,,,,,FALSE,4
A03_Chr3:13.03-13.03Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A04_Chr4:22.51-22.51Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A05_Chr4:25.67-25.99Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A06_Chr4:27.55-27.55Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A07_Chr4:12.81-12.81Mb*Eda,0.22,3,FALSE,0,0,,,,,,FALSE,4
A08_Chr5:2.48-2.50Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A09_Chr7:11.55-11.66Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A10_Chr12:15.55-15.55Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A11_Chr12:16.52-16.55Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A12_Chr17:6.55-6.77Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A13_Chr17:9.94-9.94Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A14_Chr18:5.61-5.61Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A15_Chr20:0.18-0.26Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A16_Chr20:3.67-3.67Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A17_Chr20:8.89-8.90Mb,0.22,3,FALSE,0,0,,,,,,FALSE,4
A01_Chr1:27.28-27.28Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A02_Chr1:21.50-21.93Mb*inv,0.22,5,FALSE,0,0,,,,,,FALSE,2
A03_Chr3:13.03-13.03Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A04_Chr4:22.51-22.51Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A05_Chr4:25.67-25.99Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A06_Chr4:27.55-27.55Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A07_Chr4:12.81-12.81Mb*Eda,0.22,5,FALSE,0,0,,,,,,FALSE,2
A08_Chr5:2.48-2.50Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A09_Chr7:11.55-11.66Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A10_Chr12:15.55-15.55Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A11_Chr12:16.52-16.55Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A12_Chr17:6.55-6.77Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A13_Chr17:9.94-9.94Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A14_Chr18:5.61-5.61Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A15_Chr20:0.18-0.26Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A16_Chr20:3.67-3.67Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A17_Chr20:8.89-8.90Mb,0.22,5,FALSE,0,0,,,,,,FALSE,2
A01_Chr1:27.28-27.28Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.22,10,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.22,10,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.22,10,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.22,15,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.22,15,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.22,15,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A02_Chr1:21.50-21.93Mb*inv,0.22,20,FALSE,0,0,,,,,,FALSE,0
A03_Chr3:13.03-13.03Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A04_Chr4:22.51-22.51Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A05_Chr4:25.67-25.99Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A06_Chr4:27.55-27.55Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A07_Chr4:12.81-12.81Mb*Eda,0.22,20,FALSE,0,0,,,,,,FALSE,0
A08_Chr5:2.48-2.50Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A09_Chr7:11.55-11.66Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A10_Chr12:15.55-15.55Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A11_Chr12:16.52-16.55Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A12_Chr17:6.55-6.77Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A13_Chr17:9.94-9.94Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A14_Chr18:5.61-5.61Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A15_Chr20:0.18-0.26Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A16_Chr20:3.67-3.67Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A17_Chr20:8.89-8.90Mb,0.22,20,FALSE,0,0,,,,,,FALSE,0
A01_Chr1:27.28-27.28Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A02_Chr1:21.50-21.93Mb*inv,0.24,1,FALSE,0,0,,,,,,FALSE,22
A03_Chr3:13.03-13.03Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A04_Chr4:22.51-22.51Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A05_Chr4:25.67-25.99Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A06_Chr4:27.55-27.55Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A07_Chr4:12.81-12.81Mb*Eda,0.24,1,FALSE,0,0,,,,,,FALSE,22
A08_Chr5:2.48-2.50Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A09_Chr7:11.55-11.66Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A10_Chr12:15.55-15.55Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A11_Chr12:16.52-16.55Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A12_Chr17:6.55-6.77Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A13_Chr17:9.94-9.94Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A14_Chr18:5.61-5.61Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A15_Chr20:0.18-0.26Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A16_Chr20:3.67-3.67Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A17_Chr20:8.89-8.90Mb,0.24,1,FALSE,0,0,,,,,,FALSE,22
A01_Chr1:27.28-27.28Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A02_Chr1:21.50-21.93Mb*inv,0.24,2,FALSE,0,0,,,,,,FALSE,9
A03_Chr3:13.03-13.03Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A04_Chr4:22.51-22.51Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A05_Chr4:25.67-25.99Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A06_Chr4:27.55-27.55Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A07_Chr4:12.81-12.81Mb*Eda,0.24,2,FALSE,0,0,,,,,,FALSE,9
A08_Chr5:2.48-2.50Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A09_Chr7:11.55-11.66Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A10_Chr12:15.55-15.55Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A11_Chr12:16.52-16.55Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A12_Chr17:6.55-6.77Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A13_Chr17:9.94-9.94Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A14_Chr18:5.61-5.61Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A15_Chr20:0.18-0.26Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A16_Chr20:3.67-3.67Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A17_Chr20:8.89-8.90Mb,0.24,2,FALSE,0,0,,,,,,FALSE,9
A01_Chr1:27.28-27.28Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A02_Chr1:21.50-21.93Mb*inv,0.24,3,FALSE,0,0,,,,,,FALSE,4
A03_Chr3:13.03-13.03Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A04_Chr4:22.51-22.51Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A05_Chr4:25.67-25.99Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A06_Chr4:27.55-27.55Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A07_Chr4:12.81-12.81Mb*Eda,0.24,3,FALSE,0,0,,,,,,FALSE,4
A08_Chr5:2.48-2.50Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A09_Chr7:11.55-11.66Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A10_Chr12:15.55-15.55Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A11_Chr12:16.52-16.55Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A12_Chr17:6.55-6.77Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A13_Chr17:9.94-9.94Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A14_Chr18:5.61-5.61Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A15_Chr20:0.18-0.26Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A16_Chr20:3.67-3.67Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A17_Chr20:8.89-8.90Mb,0.24,3,FALSE,0,0,,,,,,FALSE,4
A01_Chr1:27.28-27.28Mb,0.24,5,FALSE,0,0,,,,,,FALSE,2
